steamid,appid,playtime_forever
76561198896959279,730,3608
76561198896959279,2280,2018
76561198896959279,2310,1322
76561198896959279,39140,325
76561198896959279,48000,769
76561198896959279,49520,360
76561198896959279,213670,3355
76561198896959279,291550,19628
76561198896959279,360740,371
76561198896959279,367520,10151
76561198896959279,488790,123
76561198896959279,504230,1412
76561198896959279,588430,221
76561198896959279,774361,2613
76561198896959279,1030300,2958
76561198896959279,3837340,25
76561197964163072,10,158
76561197964163072,20,108
76561197964163072,30,99
76561197964163072,60,77
76561197964163072,70,817
76561197964163072,220,5790
76561197964163072,240,1074
76561197964163072,280,144
76561197964163072,300,188
76561197964163072,400,1304
76561197964163072,440,68461
76561197964163072,500,371
76561197964163072,550,1227
76561197964163072,570,140193
76561197964163072,590,435
76561197964163072,620,7240
76561197964163072,730,43837
76561197964163072,1200,78
76561197964163072,1250,187
76561197964163072,1280,21
76561197964163072,1840,4
76561197964163072,2200,3
76561197964163072,2270,241
76561197964163072,2280,344
76561197964163072,2290,1
76561197964163072,2300,95
76561197964163072,2310,231
76561197964163072,2320,8
76561197964163072,3483,74
76561197964163072,3830,37
76561197964163072,4000,38
76561197964163072,4920,1179
76561197964163072,6020,41
76561197964163072,6030,25
76561197964163072,6120,11
76561197964163072,7940,1598
76561197964163072,8980,535
76561197964163072,9050,247
76561197964163072,9160,15
76561197964163072,9180,10
76561197964163072,9200,758
76561197964163072,10180,608
76561197964163072,10190,11969
76561197964163072,12210,3198
76561197964163072,12900,275
76561197964163072,13200,50
76561197964163072,13210,685
76561197964163072,13230,60
76561197964163072,13240,42
76561197964163072,13250,173
76561197964163072,13580,98
76561197964163072,15100,1016
76561197964163072,15500,447
76561197964163072,15520,314
76561197964163072,17020,1808
76561197964163072,17080,389
76561197964163072,17410,86
76561197964163072,17450,46
76561197964163072,17460,1400
76561197964163072,17470,463
76561197964163072,18500,2923
76561197964163072,18700,10
76561197964163072,19900,219
76561197964163072,20820,75
76561197964163072,22300,3680
76561197964163072,22350,221
76561197964163072,22380,121
76561197964163072,24740,1384
76561197964163072,24960,1855
76561197964163072,24980,232
76561197964163072,26500,217
76561197964163072,26800,1635
76561197964163072,26900,5
76561197964163072,31280,156
76561197964163072,31290,180
76561197964163072,32400,11
76561197964163072,33220,1158
76561197964163072,35460,760
76561197964163072,38700,336
76561197964163072,38720,579
76561197964163072,40800,2308
76561197964163072,41500,8
76561197964163072,42700,647
76561197964163072,42710,7722
76561197964163072,48000,1439
76561197964163072,49520,4120
76561197964163072,57300,159
76561197964163072,63700,129
76561197964163072,63710,29
76561197964163072,65300,119
76561197964163072,70300,324
76561197964163072,72850,178
76561197964163072,94500,152
76561197964163072,94510,140
76561197964163072,94520,155
76561197964163072,94530,152
76561197964163072,99700,11
76561197964163072,99830,593
76561197964163072,107100,147
76561197964163072,108600,168
76561197964163072,110800,1335
76561197964163072,113200,138
76561197964163072,200900,89
76561197964163072,201870,25
76561197964163072,202970,40
76561197964163072,202990,28
76561197964163072,203160,95
76561197964163072,203810,98
76561197964163072,204060,38
76561197964163072,204100,1653
76561197964163072,206190,57
76561197964163072,209540,1
76561197964163072,209830,15
76561197964163072,210970,416
76561197964163072,211400,132
76561197964163072,211420,1005
76561197964163072,218230,2512
76561197964163072,219890,144
76561197964163072,220780,103
76561197964163072,221540,1144
76561197964163072,221910,1870
76561197964163072,226320,305
76561197964163072,227380,17
76561197964163072,230410,79
76561197964163072,232790,33
76561197964163072,234160,14
76561197964163072,235600,179
76561197964163072,236450,444
76561197964163072,238050,2028
76561197964163072,238090,71
76561197964163072,238960,223
76561197964163072,239030,292
76561197964163072,249990,19
76561197964163072,250320,632
76561197964163072,250900,828
76561197964163072,252490,283951
76561197964163072,252950,206
76561197964163072,254700,1173
76561197964163072,257510,1579
76561197964163072,268910,201
76561197964163072,271590,5017
76561197964163072,286160,6908
76561197964163072,287700,7653
76561197964163072,289070,8
76561197964163072,290930,71
76561197964163072,292730,105
76561197964163072,300060,32
76561197964163072,300550,469
76561197964163072,303210,52
76561197964163072,304430,419
76561197964163072,306760,334
76561197964163072,311210,1239
76561197964163072,311340,1005
76561197964163072,322330,81
76561197964163072,326460,324
76561197964163072,327690,253
76561197964163072,330830,1114
76561197964163072,331670,66
76561197964163072,334540,29
76561197964163072,341800,46
76561197964163072,346110,2760
76561197964163072,348250,11
76561197964163072,359320,2086
76561197964163072,359550,142
76561197964163072,362890,1484
76561197964163072,367520,66
76561197964163072,377160,3526
76561197964163072,379720,1792
76561197964163072,381210,1142
76561197964163072,383870,64
76561197964163072,386940,44
76561197964163072,391540,333
76561197964163072,393080,42
76561197964163072,393100,196
76561197964163072,400940,561
76561197964163072,405640,201
76561197964163072,413150,1060
76561197964163072,418370,48
76561197964163072,424840,45
76561197964163072,427410,548
76561197964163072,434170,68
76561197964163072,438100,116
76561197964163072,439370,24
76561197964163072,448280,205
76561197964163072,448850,52
76561197964163072,450390,254
76561197964163072,470220,31
76561197964163072,480490,105
76561197964163072,491950,287
76561197964163072,493520,91
76561197964163072,503580,110
76561197964163072,527440,70
76561197964163072,546560,1198
76561197964163072,552500,201
76561197964163072,553850,1360
76561197964163072,555160,275
76561197964163072,571740,78
76561197964163072,578080,13941
76561197964163072,582010,1000
76561197964163072,583950,336
76561197964163072,594650,2528
76561197964163072,600140,76
76561197964163072,617830,53
76561197964163072,620980,634
76561197964163072,632360,159
76561197964163072,636450,1291
76561197964163072,638970,1
76561197964163072,639130,116
76561197964163072,648800,1241
76561197964163072,679990,60
76561197964163072,686810,103
76561197964163072,704270,148
76561197964163072,720250,167
76561197964163072,739630,161
76561197964163072,753640,20
76561197964163072,774461,58
76561197964163072,774801,66
76561197964163072,782330,560
76561197964163072,798490,20
76561197964163072,813230,41
76561197964163072,823130,40
76561197964163072,823500,961
76561197964163072,835960,421
76561197964163072,868020,8
76561197964163072,868270,170
76561197964163072,880940,175
76561197964163072,886250,266
76561197964163072,892970,65
76561197964163072,943760,635
76561197964163072,945360,1346
76561197964163072,976330,11
76561197964163072,976730,180
76561197964163072,1005300,438
76561197964163072,1046930,574
76561197964163072,1057240,96
76561197964163072,1061090,14
76561197964163072,1085660,570
76561197964163072,1086940,4042
76561197964163072,1091500,2727
76561197964163072,1092790,1611
76561197964163072,1097150,341
76561197964163072,1097200,937
76561197964163072,1151340,1435
76561197964163072,1172380,54
76561197964163072,1172470,1423
76561197964163072,1172620,385
76561197964163072,1174180,4873
76561197964163072,1211630,194
76561197964163072,1217060,80
76561197964163072,1229490,26
76561197964163072,1237970,43
76561197964163072,1240440,5114
76561197964163072,1245620,195
76561197964163072,1252330,206
76561197964163072,1282730,3
76561197964163072,1284190,376
76561197964163072,1285190,235
76561197964163072,1302240,264
76561197964163072,1304930,142
76561197964163072,1361700,270
76561197964163072,1408230,1064
76561197964163072,1422450,330
76561197964163072,1517290,62
76561197964163072,1546310,115
76561197964163072,1585220,63
76561197964163072,1592280,28
76561197964163072,1593500,3
76561197964163072,1609080,26
76561197964163072,1623730,1814
76561197964163072,1643320,810
76561197964163072,1670870,85
76561197964163072,1671210,1
76561197964163072,1693980,101
76561197964163072,1716740,356
76561197964163072,1798010,77
76561197964163072,1808500,2557
76561197964163072,1846170,34
76561197964163072,1875580,67
76561197964163072,1902490,29
76561197964163072,1966720,2033
76561197964163072,2005010,18
76561197964163072,2012840,25
76561197964163072,2050650,99
76561197964163072,2060160,107
76561197964163072,2073620,668
76561197964163072,2073850,534
76561197964163072,2131630,2124
76561197964163072,2131650,200
76561197964163072,2141730,302
76561197964163072,2198150,5
76561197964163072,2226280,90
76561197964163072,2306740,11
76561197964163072,2379780,16797
76561197964163072,2398450,25
76561197964163072,2399830,1454
76561197964163072,2413950,374
76561197964163072,2417610,318
76561197964163072,2497900,34
76561197964163072,2531310,1141
76561197964163072,2545220,177
76561197964163072,2623190,28
76561197964163072,2641470,40
76561197964163072,2694490,335
76561197964163072,2708450,86
76561197964163072,2805060,73
76561197964163072,2807960,3078
76561197964163072,2828500,300
76561197964163072,2835570,347
76561197964163072,2881650,576
76561197964163072,2943650,502
76561197964163072,3011440,62
76561197964163072,3017860,63
76561197964163072,3097560,340
76561197964163072,3164500,80
76561197964163072,3240220,4720
76561197964163072,3241660,793
76561197964163072,3311740,69
76561197964163072,3314790,11058
76561197964163072,3354750,51
76561197964163072,3892270,537
76561197964163072,4128260,184
76561199014331670,400,516
76561199014331670,440,487
76561199014331670,550,341
76561199014331670,620,2207
76561199014331670,730,1439
76561199014331670,3480,423
76561199014331670,3590,1694
76561199014331670,4000,1441
76561199014331670,17390,3964
76561199014331670,17440,339
76561199014331670,21690,799
76561199014331670,24720,1471
76561199014331670,70300,279
76561199014331670,105600,13143
76561199014331670,108600,2129
76561199014331670,204360,205
76561199014331670,218620,1378
76561199014331670,221100,760
76561199014331670,221640,70
76561199014331670,221910,294
76561199014331670,224260,47
76561199014331670,230290,109
76561199014331670,235540,21
76561199014331670,239030,411
76561199014331670,239140,1
76561199014331670,240720,744
76561199014331670,248650,313
76561199014331670,250900,476
76561199014331670,264710,10709
76561199014331670,268910,2875
76561199014331670,270550,131
76561199014331670,286160,385
76561199014331670,291550,731
76561199014331670,298180,42
76561199014331670,304930,270
76561199014331670,306020,210
76561199014331670,308600,20
76561199014331670,319510,347
76561199014331670,322170,13113
76561199014331670,322330,428
76561199014331670,327890,184
76561199014331670,332580,178
76561199014331670,332800,159
76561199014331670,332950,430
76561199014331670,341800,173
76561199014331670,354140,64
76561199014331670,359550,20135
76561199014331670,365670,417
76561199014331670,386940,623
76561199014331670,388090,467
76561199014331670,391540,639
76561199014331670,397950,147
76561199014331670,403180,679
76561199014331670,408900,62
76561199014331670,418370,1575
76561199014331670,427730,487
76561199014331670,431240,5
76561199014331670,440310,72
76561199014331670,444770,65
76561199014331670,471710,177
76561199014331670,506610,207
76561199014331670,508440,1239
76561199014331670,521890,238
76561199014331670,531510,179
76561199014331670,534380,541
76561199014331670,552500,76
76561199014331670,553850,1576
76561199014331670,564710,343
76561199014331670,568090,128
76561199014331670,578080,210
76561199014331670,589290,131
76561199014331670,589590,417
76561199014331670,594650,410
76561199014331670,613100,446
76561199014331670,622650,183
76561199014331670,648800,2095
76561199014331670,657200,68
76561199014331670,674940,180
76561199014331670,677620,142
76561199014331670,700330,338
76561199014331670,704270,96
76561199014331670,711660,206
76561199014331670,714010,14
76561199014331670,736260,1696
76561199014331670,738060,925
76561199014331670,739630,7008
76561199014331670,747660,3675
76561199014331670,774461,575
76561199014331670,781640,293
76561199014331670,823130,146
76561199014331670,837470,364
76561199014331670,843380,104
76561199014331670,848450,3380
76561199014331670,860510,278
76561199014331670,861540,3635
76561199014331670,871720,622
76561199014331670,883710,1878
76561199014331670,924140,119
76561199014331670,945360,6422
76561199014331670,946050,3865
76561199014331670,952060,994
76561199014331670,960090,4702
76561199014331670,962130,10422
76561199014331670,962400,281
76561199014331670,979920,69
76561199014331670,1007040,53
76561199014331670,1012880,173
76561199014331670,1018800,1843
76561199014331670,1063660,163
76561199014331670,1067850,36
76561199014331670,1085660,77
76561199014331670,1089980,1657
76561199014331670,1092790,5421
76561199014331670,1115050,1129
76561199014331670,1118200,3603
76561199014331670,1127500,377
76561199014331670,1128810,63
76561199014331670,1131080,151
76561199014331670,1142500,202
76561199014331670,1172620,2818
76561199014331670,1174180,109
76561199014331670,1179210,863
76561199014331670,1196590,1218
76561199014331670,1205040,31
76561199014331670,1206560,255
76561199014331670,1222140,627
76561199014331670,1236990,24
76561199014331670,1237950,16
76561199014331670,1237980,1
76561199014331670,1240210,823
76561199014331670,1241100,11
76561199014331670,1241700,35
76561199014331670,1252780,46
76561199014331670,1275350,671
76561199014331670,1275890,2315
76561199014331670,1276390,534
76561199014331670,1281930,687
76561199014331670,1343400,219
76561199014331670,1349060,199
76561199014331670,1353300,76
76561199014331670,1419170,816
76561199014331670,1432050,477
76561199014331670,1454400,14558
76561199014331670,1468260,206
76561199014331670,1476970,93
76561199014331670,1557740,254
76561199014331670,1624540,334
76561199014331670,1625450,460
76561199014331670,1659040,207
76561199014331670,1670460,278
76561199014331670,1671210,3608
76561199014331670,1677740,77
76561199014331670,1686940,802
76561199014331670,1703340,230
76561199014331670,1707550,1
76561199014331670,1712830,110
76561199014331670,1714040,51
76561199014331670,1717770,795
76561199014331670,1761620,32
76561199014331670,1766740,495
76561199014331670,1782210,92
76561199014331670,1824220,24
76561199014331670,1922560,85
76561199014331670,1931770,907
76561199014331670,1948280,643
76561199014331670,1949740,152
76561199014331670,1961460,67
76561199014331670,1962700,1124
76561199014331670,1966720,12984
76561199014331670,1972440,477
76561199014331670,1977530,19
76561199014331670,1986760,97
76561199014331670,2016590,141
76561199014331670,2021910,207
76561199014331670,2050650,1975
76561199014331670,2056090,93
76561199014331670,2079980,43
76561199014331670,2085540,382
76561199014331670,2096510,772
76561199014331670,2124780,595
76561199014331670,2127230,4
76561199014331670,2149010,302
76561199014331670,2239150,191
76561199014331670,2272540,17
76561199014331670,2274110,260
76561199014331670,2353760,17
76561199014331670,2379780,560
76561199014331670,2381590,129
76561199014331670,2449040,140
76561199014331670,2455920,327
76561199014331670,2523120,48
76561199014331670,2529080,452
76561199014331670,2551020,87
76561199014331670,2567870,513
76561199014331670,2661300,826
76561199014331670,2688900,98
76561199014331670,2751050,117
76561199014331670,2767030,1253
76561199014331670,2835570,566
76561199014331670,2881650,614
76561199014331670,2909110,134
76561199014331670,2963880,124
76561199014331670,2990640,187
76561199014331670,3110070,291
76561199014331670,3164500,1513
76561199014331670,3168600,378
76561199014331670,3241660,170
76561199014331670,3527290,1054
76561199014331670,3667230,121
76561199014331670,3764200,1063
76561199014331670,3892270,444
76561199014331670,3950770,69
76561199014331670,4704690,441
76561199467345363,10,49
76561199467345363,70,221
76561199467345363,220,172
76561199467345363,240,110
76561199467345363,400,839
76561199467345363,620,2097
76561199467345363,630,8
76561199467345363,730,513
76561199467345363,1250,138
76561199467345363,4000,2453
76561199467345363,7670,44
76561199467345363,8870,111
76561199467345363,8980,339
76561199467345363,12130,151
76561199467345363,17410,108
76561199467345363,19680,384
76561199467345363,40800,563
76561199467345363,45740,218
76561199467345363,49520,41
76561199467345363,55100,393
76561199467345363,105600,2650
76561199467345363,108600,939
76561199467345363,108710,202
76561199467345363,204360,762
76561199467345363,204450,662
76561199467345363,213670,985
76561199467345363,218620,2557
76561199467345363,219150,806
76561199467345363,223470,318
76561199467345363,223710,729
76561199467345363,224260,318
76561199467345363,232090,207
76561199467345363,233720,144
76561199467345363,238320,2640
76561199467345363,238460,110
76561199467345363,239140,377
76561199467345363,242680,156
76561199467345363,242760,536
76561199467345363,245170,351
76561199467345363,248570,19
76561199467345363,250180,136
76561199467345363,250320,823
76561199467345363,250900,6312
76561199467345363,252610,179
76561199467345363,254460,4
76561199467345363,254700,127
76561199467345363,262060,669
76561199467345363,268990,305
76561199467345363,274170,2897
76561199467345363,274190,492
76561199467345363,286690,207
76561199467345363,291550,74
76561199467345363,304930,234
76561199467345363,311690,435
76561199467345363,312530,98
76561199467345363,322170,17858
76561199467345363,322500,234
76561199467345363,332950,116
76561199467345363,359550,961
76561199467345363,377160,156
76561199467345363,379720,94
76561199467345363,381210,4966
76561199467345363,383150,95
76561199467345363,383980,1393
76561199467345363,405290,2167
76561199467345363,409710,1168
76561199467345363,414700,1427
76561199467345363,418370,452
76561199467345363,431960,456
76561199467345363,442070,6
76561199467345363,460950,1286
76561199467345363,471710,416
76561199467345363,530620,64
76561199467345363,531510,244
76561199467345363,557340,147
76561199467345363,568090,199
76561199467345363,588430,55
76561199467345363,601150,275
76561199467345363,611500,23
76561199467345363,612390,18
76561199467345363,613100,100
76561199467345363,631510,68
76561199467345363,641990,440
76561199467345363,648800,168
76561199467345363,658850,257
76561199467345363,684410,85
76561199467345363,690040,130
76561199467345363,714010,70
76561199467345363,729040,147
76561199467345363,823130,115
76561199467345363,843200,92
76561199467345363,871720,34
76561199467345363,883710,157
76561199467345363,960910,258
76561199467345363,1061090,153
76561199467345363,1062830,166
76561199467345363,1063660,351
76561199467345363,1092790,123
76561199467345363,1144770,143
76561199467345363,1145360,810
76561199467345363,1172470,107
76561199467345363,1229490,8921
76561199467345363,1236990,48
76561199467345363,1240210,137
76561199467345363,1254130,96
76561199467345363,1266690,292
76561199467345363,1281930,51
76561199467345363,1283410,20
76561199467345363,1285670,463
76561199467345363,1300600,19
76561199467345363,1304930,2282
76561199467345363,1449690,2866
76561199467345363,1454730,140
76561199467345363,1608640,78
76561199467345363,1712830,171
76561199467345363,1782210,36
76561199467345363,1785150,566
76561199467345363,1818750,35
76561199467345363,1911390,17
76561199467345363,1922560,269
76561199467345363,1944430,73
76561199467345363,2027330,300
76561199467345363,2161700,363
76561199467345363,2212330,400
76561199467345363,2272420,92
76561199467345363,2281730,195
76561199467345363,2313700,30
76561199467345363,2353760,11
76561199467345363,2379780,1171
76561199467345363,2551020,36
76561199467345363,2828500,1
76561199467345363,2834910,52
76561199467345363,2835570,221
76561199467345363,3008200,19
76561199467345363,3164500,546
76561199467345363,3354750,124
76561199467345363,3949040,636
76561199467345363,4465480,32
76561198768578988,620,195
76561198768578988,71250,49
76561198768578988,291550,20
76561198768578988,945360,72
76561198768578988,1276390,9
76561198768578988,3527290,43
76561198768578988,4704690,11
76561199377104400,400,1
76561199377104400,620,224
76561199377104400,105600,1014
76561199377104400,212680,618
76561199377104400,220200,17027
76561199377104400,230290,587
76561199377104400,231350,55
76561199377104400,236390,207
76561199377104400,250900,27
76561199377104400,264710,3675
76561199377104400,275850,1168
76561199377104400,284160,721
76561199377104400,314650,1596
76561199377104400,346110,279
76561199377104400,346900,636
76561199377104400,359320,823
76561199377104400,361420,2041
76561199377104400,387990,149
76561199377104400,427520,2534
76561199377104400,457140,1214
76561199377104400,526870,560
76561199377104400,548430,2
76561199377104400,553850,286
76561199377104400,588650,1795
76561199377104400,632360,2268
76561199377104400,648800,509
76561199377104400,739630,367
76561199377104400,753640,497
76561199377104400,848450,89
76561199377104400,870200,611
76561199377104400,881100,229
76561199377104400,890520,324
76561199377104400,892970,344
76561199377104400,897450,502
76561199377104400,954850,1625
76561199377104400,990080,346
76561199377104400,993090,639
76561199377104400,1172470,45
76561199377104400,1172620,9864
76561199377104400,1237970,780
76561199377104400,1276390,139
76561199377104400,1281930,400
76561199377104400,1284190,210
76561199377104400,1473350,527
76561199377104400,1557740,756
76561199377104400,1625450,144
76561199377104400,1637320,1363
76561199377104400,1686940,1951
76561199377104400,1782210,31
76561199377104400,1808500,21672
76561199377104400,1818750,405
76561199377104400,1868140,711
76561199377104400,1962700,791
76561199377104400,1966720,8667
76561199377104400,1977530,86
76561199377104400,2062430,319
76561199377104400,2106670,215
76561199377104400,2138720,300
76561199377104400,2162800,100
76561199377104400,2321470,195
76561199377104400,2357570,513
76561199377104400,2767030,10673
76561199377104400,3241660,832
76561199377104400,3265700,11
76561199377104400,3527290,418
76561199377104400,4704690,22
76561198866375958,70,659
76561198866375958,400,197
76561198866375958,550,55
76561198866375958,620,1005
76561198866375958,730,229786
76561198866375958,12120,2463
76561198866375958,12210,3259
76561198866375958,17410,585
76561198866375958,22380,425
76561198866375958,35140,1688
76561198866375958,110800,2465
76561198866375958,200260,2623
76561198866375958,203160,1195
76561198866375958,204100,596
76561198866375958,208650,3057
76561198866375958,218620,181
76561198866375958,219640,169
76561198866375958,227940,169
76561198866375958,230410,66
76561198866375958,231430,15
76561198866375958,236390,117
76561198866375958,238320,2
76561198866375958,239140,3273
76561198866375958,241260,250
76561198866375958,255710,478
76561198866375958,282070,1621
76561198866375958,291550,67
76561198866375958,292030,276
76561198866375958,298240,53
76561198866375958,304240,1906
76561198866375958,304930,75
76561198866375958,307690,2077
76561198866375958,359550,16135
76561198866375958,360430,2559
76561198866375958,393380,24707
76561198866375958,403640,45
76561198866375958,424840,910
76561198866375958,477160,260
76561198866375958,518790,487
76561198866375958,530700,17
76561198866375958,552520,2979
76561198866375958,578080,487
76561198866375958,581320,4048
76561198866375958,614570,175
76561198866375958,621060,1241
76561198866375958,671860,709
76561198866375958,686810,4163
76561198866375958,736220,84
76561198866375958,736590,1374
76561198866375958,755790,171
76561198866375958,845070,56
76561198866375958,860510,735
76561198866375958,863550,115
76561198866375958,939400,119
76561198866375958,1030830,1086
76561198866375958,1030840,638
76561198866375958,1085660,260
76561198866375958,1086940,1185
76561198866375958,1091500,6567
76561198866375958,1106850,38
76561198866375958,1144200,3957
76561198866375958,1172380,244
76561198866375958,1172470,3400
76561198866375958,1222670,10150
76561198866375958,1222700,136
76561198866375958,1238810,2971
76561198866375958,1238840,2007
76561198866375958,1238860,8583
76561198866375958,1259420,190
76561198866375958,1259970,8150
76561198866375958,1265920,754
76561198866375958,1265930,433
76561198866375958,1301720,59
76561198866375958,1328670,8903
76561198866375958,1359090,493
76561198866375958,1426210,834
76561198866375958,1449690,1
76561198866375958,1451190,268
76561198866375958,1509960,565
76561198866375958,1548850,1114
76561198866375958,1584090,92
76561198866375958,1593500,3449
76561198866375958,1665460,3576
76561198866375958,1782210,9
76561198866375958,1874880,25792
76561198866375958,1890860,126
76561198866375958,1913370,102
76561198866375958,1938090,8690
76561198866375958,2000950,754
76561198866375958,2001120,214
76561198866375958,2073850,69
76561198866375958,2322010,5293
76561198866375958,2479810,2119
76561198866375958,2507950,538
76561198866375958,2668510,2454
76561198866375958,3180070,221
76561198866375958,4465480,64
76561198994072114,400,195
76561198994072114,550,197
76561198994072114,620,940
76561198994072114,730,11321
76561198994072114,4000,271
76561198994072114,10180,333
76561198994072114,10190,28
76561198994072114,12200,4604
76561198994072114,12210,2067
76561198994072114,105600,57328
76561198994072114,108600,2576
76561198994072114,204360,547
76561198994072114,218620,18054
76561198994072114,219150,480
76561198994072114,223470,250
76561198994072114,235460,1585
76561198994072114,238320,308
76561198994072114,238460,737
76561198994072114,242760,3979
76561198994072114,250900,4616
76561198994072114,264710,5085
76561198994072114,271590,1062
76561198994072114,274170,509
76561198994072114,287700,8680
76561198994072114,304930,58
76561198994072114,311340,424
76561198994072114,322330,1013
76561198994072114,322500,450
76561198994072114,335240,455
76561198994072114,341800,328
76561198994072114,359550,1968
76561198994072114,367520,9669
76561198994072114,374320,5510
76561198994072114,388090,345
76561198994072114,413150,2948
76561198994072114,414700,653
76561198994072114,425220,120
76561198994072114,431960,2078
76561198994072114,438100,1802
76561198994072114,460950,990
76561198994072114,470220,1
76561198994072114,504230,297
76561198994072114,506610,206
76561198994072114,521890,745
76561198994072114,524220,1275
76561198994072114,535520,149
76561198994072114,570940,4022
76561198994072114,595520,5663
76561198994072114,607260,7
76561198994072114,641990,1141
76561198994072114,648800,319
76561198994072114,698780,359
76561198994072114,700330,21021
76561198994072114,704850,732
76561198994072114,714010,32
76561198994072114,720250,414
76561198994072114,738060,657
76561198994072114,739630,5390
76561198994072114,751780,399
76561198994072114,761890,296
76561198994072114,774361,100
76561198994072114,787480,637
76561198994072114,814380,1363
76561198994072114,848450,196
76561198994072114,871720,1291
76561198994072114,920490,1060
76561198994072114,960090,4225
76561198994072114,963280,18
76561198994072114,977400,15
76561198994072114,993090,248
76561198994072114,1030300,1602
76561198994072114,1089090,548
76561198994072114,1172620,851
76561198994072114,1174180,4546
76561198994072114,1229380,85
76561198994072114,1233570,211
76561198994072114,1260320,1720
76561198994072114,1274570,1394
76561198994072114,1276390,1760
76561198994072114,1281930,8980
76561198994072114,1313140,578
76561198994072114,1326470,134
76561198994072114,1372110,620
76561198994072114,1482620,55
76561198994072114,1485080,48
76561198994072114,1507580,549
76561198994072114,1509960,317
76561198994072114,1568590,37
76561198994072114,1592190,1218
76561198994072114,1625450,44
76561198994072114,1677740,1221
76561198994072114,1687950,7304
76561198994072114,1712830,303
76561198994072114,1766740,161
76561198994072114,1782210,801
76561198994072114,1922560,3407
76561198994072114,2021910,21
76561198994072114,2357570,267
76561198994072114,2638370,677
76561198994072114,2923300,13
76561198994072114,3061570,98
76561198994072114,3224770,2314
76561198994072114,3419430,422
76561198994072114,4233550,35
76561198863254785,50,5
76561198863254785,70,1181
76561198863254785,220,190
76561198863254785,400,224
76561198863254785,550,74
76561198863254785,620,658
76561198863254785,730,1289
76561198863254785,4000,362
76561198863254785,6910,14
76561198863254785,8870,1066
76561198863254785,12210,76
76561198863254785,19680,54
76561198863254785,22380,63
76561198863254785,32440,30
76561198863254785,39140,39
76561198863254785,40800,157
76561198863254785,50300,90
76561198863254785,71340,66
76561198863254785,105600,15
76561198863254785,108600,17
76561198863254785,113200,441
76561198863254785,207140,388
76561198863254785,208650,2361
76561198863254785,209000,922
76561198863254785,213610,226
76561198863254785,214490,90
76561198863254785,218620,520
76561198863254785,219150,350
76561198863254785,220240,1257
76561198863254785,225540,8
76561198863254785,228300,123
76561198863254785,235460,792
76561198863254785,238320,9
76561198863254785,238960,10
76561198863254785,239140,825
76561198863254785,240720,96
76561198863254785,242700,28
76561198863254785,242760,99
76561198863254785,245170,31
76561198863254785,245390,1
76561198863254785,250900,53262
76561198863254785,254700,35
76561198863254785,268910,2404
76561198863254785,274170,569
76561198863254785,275850,56
76561198863254785,286160,1470
76561198863254785,287700,7
76561198863254785,291550,161
76561198863254785,292030,146
76561198863254785,297130,159
76561198863254785,304930,58
76561198863254785,307780,3019
76561198863254785,311340,191
76561198863254785,319630,8
76561198863254785,322170,554
76561198863254785,322330,34
76561198863254785,323850,37
76561198863254785,341800,172
76561198863254785,354240,75
76561198863254785,357190,61
76561198863254785,362890,7
76561198863254785,365670,2089
76561198863254785,367520,2512
76561198863254785,374320,2167
76561198863254785,375600,20
76561198863254785,377160,1358
76561198863254785,379720,792
76561198863254785,381210,8
76561198863254785,383980,191
76561198863254785,388090,87
76561198863254785,391540,211
76561198863254785,409710,695
76561198863254785,409720,873
76561198863254785,414340,55
76561198863254785,414700,8
76561198863254785,418370,525
76561198863254785,420530,33
76561198863254785,424840,488
76561198863254785,431960,16238
76561198863254785,454650,233
76561198863254785,460950,533
76561198863254785,471710,9
76561198863254785,477160,245
76561198863254785,488790,1856
76561198863254785,488860,149
76561198863254785,489830,47
76561198863254785,504230,540
76561198863254785,524220,383
76561198863254785,529590,14
76561198863254785,531510,19
76561198863254785,541570,485
76561198863254785,555950,1162
76561198863254785,570940,310
76561198863254785,578080,85
76561198863254785,582010,475
76561198863254785,588650,144
76561198863254785,588730,88
76561198863254785,601150,81
76561198863254785,617670,94
76561198863254785,622650,29
76561198863254785,627270,61
76561198863254785,629520,10461
76561198863254785,631510,101
76561198863254785,632360,166
76561198863254785,632470,115
76561198863254785,646570,37
76561198863254785,678950,4037
76561198863254785,683320,205
76561198863254785,686060,9989
76561198863254785,698780,30
76561198863254785,732690,375
76561198863254785,738060,61
76561198863254785,746850,23
76561198863254785,747660,78
76561198863254785,753640,30
76561198863254785,774171,81
76561198863254785,774361,71
76561198863254785,782330,8
76561198863254785,814380,2879
76561198863254785,851100,17
76561198863254785,851850,2996
76561198863254785,860510,549
76561198863254785,871720,53
76561198863254785,881100,24
76561198863254785,883710,1276
76561198863254785,892970,76
76561198863254785,913740,55
76561198863254785,945360,1096
76561198863254785,960690,26
76561198863254785,960910,171
76561198863254785,967050,216
76561198863254785,976310,10738
76561198863254785,977950,17
76561198863254785,1017180,128
76561198863254785,1049410,8
76561198863254785,1061910,39
76561198863254785,1085510,72
76561198863254785,1088150,217
76561198863254785,1091500,8572
76561198863254785,1092790,3464
76561198863254785,1097150,1592
76561198863254785,1102130,34
76561198863254785,1119980,53
76561198863254785,1145350,3396
76561198863254785,1145360,3121
76561198863254785,1147550,55
76561198863254785,1150690,39
76561198863254785,1172470,2982
76561198863254785,1172620,336
76561198863254785,1174180,694
76561198863254785,1179080,34
76561198863254785,1196590,92
76561198863254785,1222140,1365
