steamid,appid,playtime_forever
76561198856202641,813630,1769
76561198856202641,814540,340
76561198856202641,823130,252
76561198856202641,848450,1370
76561198856202641,892970,178
76561198856202641,953490,294
76561198856202641,976890,159
76561198856202641,1030300,744
76561198856202641,1085660,5197
76561198856202641,1118200,20350
76561198856202641,1131080,143
76561198856202641,1144200,493
76561198856202641,1149460,2526
76561198856202641,1172380,2132
76561198856202641,1172470,18
76561198856202641,1180380,403
76561198856202641,1204050,779
76561198856202641,1241100,89
76561198856202641,1280770,36
76561198856202641,1281930,38
76561198856202641,1286830,17
76561198856202641,1359090,505
76561198856202641,1491000,225
76561198856202641,1556790,1271
76561198856202641,1568590,92
76561198856202641,1611600,721
76561198856202641,1625450,271
76561198856202641,1782210,187
76561198856202641,1818450,5656
76561198856202641,1961460,244
76561198856202641,1977530,15
76561198856202641,2027330,172
76561198856202641,2051620,1194
76561198856202641,2239140,63
76561198856202641,2808930,345
76561198856202641,3059070,25
76561198856202641,3419430,2563
76561198856202641,3902430,48
76561198856202641,4465480,10
76561198756090448,400,341
76561198756090448,620,385
76561198756090448,236390,2713
76561198756090448,322170,6966
76561198756090448,738060,27
76561198756090448,1229490,22152
76561198756090448,1721470,79
76561198814167257,10,68
76561198814167257,20,6
76561198814167257,70,536
76561198814167257,130,1
76561198814167257,220,245
76561198814167257,280,17
76561198814167257,400,445
76561198814167257,440,4734
76561198814167257,550,785
76561198814167257,620,350
76561198814167257,730,488
76561198814167257,4000,10
76561198814167257,8870,1303
76561198814167257,22380,4218
76561198814167257,24200,102
76561198814167257,34270,45
76561198814167257,40990,10
76561198814167257,71250,638
76561198814167257,71340,674
76561198814167257,105600,2441
76561198814167257,108600,137
76561198814167257,213610,502
76561198814167257,215080,24
76561198814167257,219950,3
76561198814167257,235540,24
76561198814167257,242760,296
76561198814167257,271590,858
76561198814167257,290930,238
76561198814167257,291550,30
76561198814167257,346110,47
76561198814167257,365670,27
76561198814167257,367520,13068
76561198814167257,379720,791
76561198814167257,391540,450
76561198814167257,409710,115
76561198814167257,424840,6
76561198814167257,524220,267
76561198814167257,578080,55
76561198814167257,584400,393
76561198814167257,588430,40
76561198814167257,677620,250
76561198814167257,714010,47
76561198814167257,871720,8
76561198814167257,976730,89
76561198814167257,993090,1402
76561198814167257,1030300,2652
76561198814167257,1092710,85
76561198814167257,1096710,52
76561198814167257,1172470,635
76561198814167257,1237320,8566
76561198814167257,1240440,303
76561198814167257,1364390,13
76561198814167257,1422450,47
76561198814167257,1449850,383
76561198814167257,1515950,147
76561198814167257,1607250,25
76561198814167257,1712830,15
76561198814167257,1721470,48
76561198814167257,1782210,237
76561198814167257,1818750,52
76561198814167257,1938090,46
76561198814167257,2073620,52
76561198814167257,2231450,1111
76561198814167257,2232840,25
76561198814167257,2767030,634
76561198814167257,2834910,49
76561198814167257,3240220,324
76561199185990766,400,133
76561199185990766,550,1346
76561199185990766,730,42
76561199185990766,4000,7133
76561199185990766,21690,1064
76561199185990766,71340,305
76561199185990766,108600,1171
76561199185990766,108710,1199
76561199185990766,218620,14302
76561199185990766,219150,380
76561199185990766,221040,1015
76561199185990766,223470,501
76561199185990766,243470,42
76561199185990766,250900,362
76561199185990766,271590,2902
76561199185990766,274170,340
76561199185990766,304390,13761
76561199185990766,304930,122
76561199185990766,319510,102
76561199185990766,322170,1930
76561199185990766,329050,656
76561199185990766,332800,108
76561199185990766,339340,7
76561199185990766,354140,189
76561199185990766,359550,8140
76561199185990766,379720,912
76561199185990766,381210,143022
76561199185990766,388090,78
76561199185990766,391540,1877
76561199185990766,409720,904
76561199185990766,414700,181
76561199185990766,418370,625
76561199185990766,431960,399
76561199185990766,438100,1534
76561199185990766,444090,2499
76561199185990766,471710,1826
76561199185990766,493520,427
76561199185990766,506610,117
76561199185990766,601150,611
76561199185990766,611360,50
76561199185990766,622650,562
76561199185990766,631510,1644
76561199185990766,678950,698
76561199185990766,700330,164
76561199185990766,738060,138
76561199185990766,739630,9145
76561199185990766,753650,39
76561199185990766,782330,3938
76561199185990766,823130,22
76561199185990766,871720,108
76561199185990766,976310,112
76561199185990766,997010,2640
76561199185990766,1061910,195
76561199185990766,1063660,731
76561199185990766,1085660,1692
76561199185990766,1091500,16099
76561199185990766,1144200,2031
76561199185990766,1172470,13601
76561199185990766,1196590,1048
76561199185990766,1233570,943
76561199185990766,1237970,171
76561199185990766,1238840,227
76561199185990766,1238860,133
76561199185990766,1240440,100
76561199185990766,1241100,43
76561199185990766,1245620,10189
76561199185990766,1272080,8064
76561199185990766,1289310,20
76561199185990766,1326470,234
76561199185990766,1422450,9697
76561199185990766,1509960,137
76561199185990766,1627720,2879
76561199185990766,1692250,1006
76561199185990766,1721470,51
76561199185990766,1790930,942
76561199185990766,1818750,694
76561199185990766,1866180,627
76561199185990766,1961460,621
76561199185990766,2021910,19
76561199185990766,2073850,84
76561199185990766,2201320,200
76561199185990766,2239140,48
76561199185990766,2357570,17788
76561199185990766,2532430,24
76561199185990766,2622380,11201
76561199185990766,2709570,474
76561199185990766,2767030,7477
76561199185990766,3065800,1016
76561199185990766,3107900,216
76561199185990766,3295360,154
76561199185990766,3527290,314
76561198772435366,240,655
76561198772435366,400,288
76561198772435366,440,5046
76561198772435366,550,284
76561198772435366,620,552
76561198772435366,730,50870
76561198772435366,105600,11
76561198772435366,219150,45
76561198772435366,250900,184
76561198772435366,322170,383
76561198772435366,381210,1242
76561198772435366,400040,14
76561198772435366,700330,13
76561198772435366,714010,8
76561198772435366,766570,806
76561198772435366,1422450,665
76561198772435366,2507950,18
76561198772435366,2595860,45
76561198772435366,2719940,47
76561198772435366,2767030,9
76561198772435366,3564740,45
76561198772435366,4465480,1416
76561199784819245,400,293
76561199784819245,620,349
76561199784819245,730,32
76561199784819245,291550,71
76561199784819245,308600,29
76561199784819245,367520,157
76561199784819245,391540,754
76561199784819245,438100,161
76561199784819245,1486350,95
76561199784819245,1690940,18
76561199784819245,1721470,18
76561199784819245,1817190,1030
76561199784819245,1973530,69
76561199784819245,2321470,102
76561199784819245,2551020,15
76561199784819245,2767030,56
76561199784819245,3061570,7
76561199784819245,3205720,55
76561199784819245,3354750,99
76561199843879700,400,6
76561199843879700,620,1729
76561199843879700,730,473
76561199843879700,224260,649
76561199843879700,227300,1001
76561199843879700,236390,981
76561199843879700,578080,104
76561199843879700,632810,249
76561199843879700,674940,8
76561199843879700,767560,23
76561199843879700,1092730,11
76561199843879700,1280770,70
76561199843879700,1665460,13
76561199843879700,1977530,104
76561199843879700,2051620,10
76561199843879700,2098350,17
76561199843879700,2143030,46
76561199843879700,2239140,332
76561199843879700,2250040,22
76561199843879700,2524890,53
76561199843879700,2551020,8
76561199843879700,2709570,238
76561199843879700,2719940,45
76561199843879700,2772560,13
76561199843879700,2835570,69
76561198677073705,400,130
76561198677073705,620,139
76561198677073705,4576510,1803
76561199520350248,220,2876
76561199520350248,400,379
76561199520350248,550,4099
76561199520350248,620,646
76561199520350248,730,53083
76561199520350248,236390,529
76561199520350248,247080,172
76561199520350248,248610,4807
76561199520350248,265930,22
76561199520350248,359550,76
76561199520350248,394360,1374
76561199520350248,407130,2020
76561199520350248,413150,8
76561199520350248,431960,2309
76561199520350248,438100,71
76561199520350248,448510,163
76561199520350248,505460,378
76561199520350248,525510,1731
76561199520350248,544810,10623
76561199520350248,632810,32402
76561199520350248,645630,79
76561199520350248,686200,2151
76561199520350248,700330,48071
76561199520350248,704850,180
76561199520350248,787480,2602
76561199520350248,850170,8
76561199520350248,997010,827
76561199520350248,1016920,21
76561199520350248,1030840,3325
76561199520350248,1049410,624
76561199520350248,1109570,192
76561199520350248,1149660,32
76561199520350248,1153430,10
76561199520350248,1238820,2129
76561199520350248,1238840,17789
76561199520350248,1238860,1264
76561199520350248,1239080,23475
76561199520350248,1293830,12589
76561199520350248,1382070,488
76561199520350248,1393350,28
76561199520350248,1507970,30
76561199520350248,1555110,49
76561199520350248,1659040,318
76561199520350248,1762930,495
76561199520350248,1797880,44
76561199520350248,1927720,124
76561199520350248,1927740,187
76561199520350248,1972440,1569
76561199520350248,2022180,207
76561199520350248,2051620,1043
76561199520350248,2438160,142
76561199520350248,2551020,213
76561199520350248,2709570,30
76561199520350248,2822030,437
76561199520350248,2832330,262
76561199520350248,3132930,28
76561199520350248,3167550,1729
76561199520350248,3347970,4290
76561199520350248,3710820,236
76561199520350248,3793150,12
76561199887336948,400,432
76561199887336948,620,705
76561199887336948,6850,5
76561199887336948,6860,478
76561199887336948,6900,125
76561199887336948,203140,1228
76561199887336948,431960,2751
76561199887336948,1281800,20
76561199887336948,2835570,51
76561199887336948,3419430,1276
76561199149228225,400,683
76561199149228225,440,12461
76561199149228225,550,6132
76561199149228225,620,945
76561199149228225,730,1175
76561199149228225,1250,484
76561199149228225,2990,200
76561199149228225,4000,1378
76561199149228225,105600,5560
76561199149228225,200170,974
76561199149228225,217490,287
76561199149228225,218620,659
76561199149228225,219150,808
76561199149228225,224260,69
76561199149228225,232090,975
76561199149228225,242760,242
76561199149228225,268910,428
76561199149228225,274170,1801
76561199149228225,280680,4196
76561199149228225,291550,191
76561199149228225,311690,6091
76561199149228225,312520,94
76561199149228225,322330,943
76561199149228225,371970,160
76561199149228225,373420,335
76561199149228225,386940,290
76561199149228225,424840,315
76561199149228225,431240,103
76561199149228225,437920,402
76561199149228225,464060,29
76561199149228225,477160,176
76561199149228225,508440,2129
76561199149228225,508790,480
76561199149228225,527230,945
76561199149228225,541570,95
76561199149228225,548430,31860
76561199149228225,557340,748
76561199149228225,578080,175
76561199149228225,632470,2279
76561199149228225,674940,83
76561199149228225,679900,1497
76561199149228225,751780,3000
76561199149228225,881100,41
76561199149228225,945360,112
76561199149228225,953490,298
76561199149228225,1088150,117
76561199149228225,1118200,890
76561199149228225,1145360,7227
76561199149228225,1150690,4721
76561199149228225,1172470,34
76561199149228225,1210320,3000
76561199149228225,1289310,37
76561199149228225,1304930,1938
76561199149228225,1313140,2239
76561199149228225,1353300,4724
76561199149228225,1422450,873
76561199149228225,1446890,404
76561199149228225,1653970,386
76561199149228225,1699480,644
76561199149228225,1782210,47
76561199149228225,1824220,1651
76561199149228225,1943950,580
76561199149228225,1966720,242
76561199149228225,2073850,1381
76561199149228225,2085540,1862
76561199149228225,2085560,1599
76561199149228225,2107670,28
76561199149228225,2239140,38
76561199149228225,2353760,133
76561199149228225,2386720,46
76561199149228225,2475490,152
76561199149228225,2605790,119
76561199149228225,2642680,2206
76561199149228225,2707930,162
76561199149228225,2767030,31144
76561199149228225,2835570,1642
76561199149228225,2881650,449
76561199149228225,2929730,597
76561199149228225,2940200,46
76561199149228225,2966870,27
76561199149228225,3124540,1427
76561199149228225,3133310,35
76561199149228225,3180070,2577
76561199149228225,3218540,110
76561199149228225,3241660,1486
76561199149228225,3274300,241
76561199149228225,3314790,1416
76561199149228225,3347820,209
76561199149228225,3461780,27
76561199149228225,3527290,7064
76561199149228225,3674060,31
76561199149228225,3763830,203
76561199149228225,3910170,68
76561199149228225,4019420,60
76561199149228225,4069520,405
76561199149228225,4465480,179
76561199081565391,400,183
76561199081565391,620,1362
76561199081565391,730,1949
76561199081565391,3590,1006
76561199081565391,40800,51
76561199081565391,43160,1
76561199081565391,65800,215
76561199081565391,105600,4671
76561199081565391,204360,108
76561199081565391,214490,722
76561199081565391,238460,914
76561199081565391,242680,820
76561199081565391,250900,41
76561199081565391,291550,398
76561199081565391,311690,191
76561199081565391,322170,29
76561199081565391,322330,46
76561199081565391,324160,215
76561199081565391,326480,1
76561199081565391,346110,52
76561199081565391,365670,537
76561199081565391,412830,158
76561199081565391,413150,205
76561199081565391,417860,41
76561199081565391,431730,34
76561199081565391,504230,3
76561199081565391,548430,163
76561199081565391,632360,713
76561199081565391,646570,689
76561199081565391,684410,19
76561199081565391,703080,90
76561199081565391,714010,61
76561199081565391,843200,52
76561199081565391,843380,16
76561199081565391,850190,693
76561199081565391,960090,3551
76561199081565391,1030300,664
76561199081565391,1135690,663
76561199081565391,1145360,164
76561199081565391,1172470,172
76561199081565391,1222670,33
76561199081565391,1240440,93
76561199081565391,1253920,399
76561199081565391,1281930,1188
76561199081565391,1282270,543
76561199081565391,1321440,87
76561199081565391,1422450,404
76561199081565391,1430420,20
76561199081565391,1533420,342
76561199081565391,1761390,1054
76561199081565391,1782210,15
76561199081565391,1809540,237
76561199081565391,2073850,15
76561199081565391,2379780,1430
76561199081565391,2441270,27
76561199081565391,2622380,6775
76561199081565391,2637990,200
76561199081565391,2714620,163
76561199081565391,2943650,216
76561199081565391,3224770,258
76561199081565391,3527290,60
76561198217774529,50,444
76561198217774529,70,739
76561198217774529,130,295
76561198217774529,220,1647
76561198217774529,240,1
76561198217774529,400,1335
76561198217774529,550,161
76561198217774529,620,1581
76561198217774529,730,572
76561198217774529,2280,20
76561198217774529,4000,15566
76561198217774529,9480,243
76561198217774529,12100,683
76561198217774529,12110,1148
76561198217774529,12120,193
76561198217774529,12130,42
76561198217774529,12140,52
76561198217774529,12150,7
76561198217774529,12200,3721
76561198217774529,12210,6838
76561198217774529,21000,3
76561198217774529,22380,5
76561198217774529,47890,996
76561198217774529,105600,573
76561198217774529,108600,291
76561198217774529,113400,1061
76561198217774529,206420,4174
76561198217774529,213330,95
76561198217774529,218620,1
76561198217774529,242590,97
76561198217774529,252490,50
76561198217774529,257400,2235
76561198217774529,268910,263
76561198217774529,271590,12988
76561198217774529,274900,674
76561198217774529,290930,55
76561198217774529,291550,94
76561198217774529,301520,60
76561198217774529,304050,43
76561198217774529,304930,145
76561198217774529,311210,288
76561198217774529,322330,41
76561198217774529,332310,212
76561198217774529,346110,387
76561198217774529,360430,50
76561198217774529,362890,3105
76561198217774529,363970,13
76561198217774529,366090,20
76561198217774529,409710,914
76561198217774529,409720,1
76561198217774529,424840,1
76561198217774529,427730,886
76561198217774529,431960,863
76561198217774529,438100,2462
76561198217774529,444090,193
76561198217774529,448280,511
76561198217774529,450390,18
76561198217774529,471710,577
76561198217774529,477160,488
76561198217774529,489830,537
76561198217774529,502820,17
76561198217774529,528550,29
76561198217774529,546560,3066
76561198217774529,555160,445
76561198217774529,601360,163
76561198217774529,617830,208
76561198217774529,620980,5085
76561198217774529,621060,66
76561198217774529,638970,59
76561198217774529,648800,728
76561198217774529,677620,94
76561198217774529,691260,60
76561198217774529,722230,214
76561198217774529,739630,214
76561198217774529,755540,2048
76561198217774529,799960,15
76561198217774529,813820,105
76561198217774529,823130,11
76561198217774529,823500,361
76561198217774529,893520,11
76561198217774529,933140,15
76561198217774529,945360,3536
76561198217774529,976730,287
76561198217774529,992490,254
76561198217774529,993090,37
76561198217774529,1003480,37
76561198217774529,1030840,93
76561198217774529,1068820,1847
76561198217774529,1091500,225
76561198217774529,1097150,598
76561198217774529,1148590,121
76561198217774529,1172470,127
76561198217774529,1222670,1
76561198217774529,1240440,140
76561198217774529,1262560,11
76561198217774529,1332010,2577
76561198217774529,1546970,1098
76561198217774529,1557740,403
76561198217774529,1623730,328
76561198217774529,1625450,52
76561198217774529,1712840,46
76561198217774529,1782210,162
76561198217774529,1817070,1979
76561198217774529,1817190,1053
76561198217774529,1818750,69
76561198217774529,1822910,34
76561198217774529,1966720,78
76561198217774529,2012840,828
76561198217774529,2668510,34
76561198217774529,3240220,608
76561198217774529,3354750,146
76561198217774529,3527290,28
76561198217774529,4704690,190
76561198262757188,400,1046
76561198262757188,440,2778
76561198262757188,550,123
76561198262757188,620,13332
76561198262757188,730,3641
76561198262757188,2280,64
76561198262757188,4000,1533
76561198262757188,22380,43
76561198262757188,32440,36
76561198262757188,105600,49481
76561198262757188,108600,420
76561198262757188,200170,48
76561198262757188,202970,1
76561198262757188,202990,1
76561198262757188,204360,34
76561198262757188,212910,143
76561198262757188,214420,216
76561198262757188,218620,945
76561198262757188,221640,24
76561198262757188,221680,615
76561198262757188,230410,101
76561198262757188,236390,2892
76561198262757188,239070,1821
76561198262757188,242760,102
76561198262757188,251570,515
76561198262757188,252490,2770
76561198262757188,270880,1568
76561198262757188,280740,2033
76561198262757188,285330,59
76561198262757188,286080,116
76561198262757188,289070,4888
76561198262757188,291550,9
76561198262757188,301520,424
76561198262757188,302830,7747
76561198262757188,304050,25
76561198262757188,304930,88646
76561198262757188,311210,2208
76561198262757188,317400,868
76561198262757188,322170,7
76561198262757188,322330,1
76561198262757188,332310,1420
76561198262757188,332800,8
76561198262757188,346110,80
76561198262757188,359550,21432
76561198262757188,367520,99
76561198262757188,371660,180
76561198262757188,377160,2413
76561198262757188,381210,120
76561198262757188,394510,62
76561198262757188,444090,18
76561198262757188,450390,16
76561198262757188,460930,195
76561198262757188,471710,85
76561198262757188,489630,1
76561198262757188,489830,67
76561198262757188,491130,61
76561198262757188,506610,35
76561198262757188,508440,43
76561198262757188,509980,116
76561198262757188,518790,28
76561198262757188,525680,61
76561198262757188,526870,3002
76561198262757188,546560,312
76561198262757188,548430,279
76561198262757188,552500,127
76561198262757188,552520,3526
76561198262757188,552990,39
76561198262757188,553850,13510
76561198262757188,588430,1731
76561198262757188,616560,28
76561198262757188,629730,267
76561198262757188,648350,430
76561198262757188,648800,121
76561198262757188,674940,296
76561198262757188,677620,539
76561198262757188,700330,198
76561198262757188,728880,146
76561198262757188,732690,585
76561198262757188,738060,104
76561198262757188,739630,7958
76561198262757188,782330,448
76561198262757188,813820,435
76561198262757188,816090,66
76561198262757188,823130,15
76561198262757188,848450,1097
76561198262757188,871720,59
76561198262757188,892970,6001
76561198262757188,939960,945
76561198262757188,945360,993
76561198262757188,960090,19
76561198262757188,976730,299
76561198262757188,1049800,354
76561198262757188,1085660,16583
76561198262757188,1091500,2432
76561198262757188,1118200,189
76561198262757188,1142710,32
76561198262757188,1144200,3406
76561198262757188,1151340,836
76561198262757188,1151640,1768
76561198262757188,1172380,396
76561198262757188,1172470,71244
76561198262757188,1172620,790
76561198262757188,1174180,4431
76561198262757188,1229490,134
76561198262757188,1237950,768
76561198262757188,1237970,3685
76561198262757188,1240440,649
76561198262757188,1244460,46
76561198262757188,1245620,7472
76561198262757188,1250410,14132
76561198262757188,1276390,190
76561198262757188,1281930,11030
76561198262757188,1361210,721
76561198262757188,1363430,40
76561198262757188,1408720,281
76561198262757188,1485080,10
76561198262757188,1517290,801
76561198262757188,1593500,1504
76561198262757188,1625450,192
76561198262757188,1677740,19
76561198262757188,1782210,109
76561198262757188,1808500,760
76561198262757188,1818750,240
76561198262757188,1902490,32
76561198262757188,1922560,7
76561198262757188,1938090,6494
76561198262757188,1943950,113
76561198262757188,1962700,622
76561198262757188,1966720,4942
76561198262757188,1977530,47
76561198262757188,2051620,57
76561198262757188,2119830,179
76561198262757188,2183900,4716
76561198262757188,2307350,68
76561198262757188,2314160,1055
76561198262757188,2357570,2125
76561198262757188,2483190,718
76561198262757188,2524890,47
76561198262757188,2551020,69
76561198262757188,2567870,52
76561198262757188,2622380,2113
76561198262757188,2767030,492
76561198262757188,2807960,539
76561198262757188,2827200,188
76561198262757188,2835570,640
76561198262757188,2881650,746
76561198262757188,3097560,120
76561198262757188,3241660,758
76561198262757188,3527290,577
76561198262757188,3716600,75
76561198262757188,3892270,104
76561198262757188,4704690,370
76561199090843258,400,213
76561199090843258,620,526
76561199090843258,221910,90
76561199090843258,268910,408
76561199090843258,367520,9830
76561199090843258,374320,1506
76561199090843258,383870,95
76561199090843258,413150,2373
76561199090843258,501300,195
76561199090843258,683320,263
76561199090843258,750920,218
76561199090843258,753640,1209
76561199090843258,814380,4903
76561199090843258,870780,635
76561199090843258,1030300,8378
76561199090843258,1086940,165
76561199090843258,1245620,11836
76561199090843258,1289310,105
76561199090843258,1332010,269
76561199090843258,1593500,986
76561199090843258,1627720,2648
76561199090843258,1817070,1003
76561199090843258,1903340,7553
76561199090843258,1989270,563
76561199090843258,2592160,1752
76561199090843258,2622380,6545
76561199090843258,2767030,3586
76561199218099483,400,733
76561199218099483,620,1859
76561199218099483,322170,32832
76561199218099483,945360,7761
76561199218099483,1677740,772
76561199218099483,1712830,10
76561199218099483,1721470,5750
76561199218099483,1942120,66
76561199218099483,1961460,574
76561199218099483,2012840,80
76561199218099483,2232840,423
76561199823240584,400,324
76561199823240584,620,551
76561199823240584,4000,818
76561199823240584,322170,1084
76561199823240584,739630,1282
76561199823240584,758480,176
76561199823240584,862740,24
76561199823240584,2003310,295
76561199823240584,2719940,70
76561199658816261,220,2821
76561199658816261,320,55
76561199658816261,360,50
76561199658816261,620,848
76561199658816261,730,56411
76561199658816261,242760,2609
76561199658816261,271590,329
76561199658816261,431960,159444
76561199658816261,578080,538
76561199658816261,670290,1071
76561199658816261,714010,1130
76561199658816261,736190,386
76561199658816261,815370,1104
76561199658816261,939400,305
76561199658816261,1238810,163
76561199658816261,1262240,1256
76561199658816261,1712830,1662
76561199658816261,2507950,87
76561199658816261,3174480,635
76561199658816261,3350200,2254
76561199658816261,3419430,1067
76561199658816261,4465480,30
76561199500580493,400,2277
76561199500580493,620,12267
76561199500580493,4000,142
76561199500580493,231120,31
76561199500580493,280740,462
76561199500580493,286080,151
76561199500580493,317400,351
76561199500580493,317790,98
76561199500580493,601360,171
76561199500580493,1077430,9
76561199500580493,1625450,18
76561199500580493,1712830,8
76561199500580493,1721470,160
76561199500580493,1961460,18
76561199500580493,1977530,11
76561199500580493,2012840,8
76561199500580493,2772560,13
76561199500580493,2923300,106
76561199500580493,4465480,15
76561198833154411,70,13
76561198833154411,400,419
76561198833154411,440,2761
76561198833154411,550,42
76561198833154411,620,1510
76561198833154411,730,23937
76561198833154411,2310,47
76561198833154411,3590,129
76561198833154411,4000,144
76561198833154411,7670,71
76561198833154411,17390,91
76561198833154411,22370,705
76561198833154411,22600,111
76561198833154411,49520,3585
76561198833154411,105600,22529
76561198833154411,108600,1014
76561198833154411,200210,1070
76561198833154411,204360,2056
76561198833154411,205100,475
76561198833154411,211820,1752
76561198833154411,213670,41
76561198833154411,218620,213
76561198833154411,224260,14
76561198833154411,224760,582
76561198833154411,227380,82
76561198833154411,230410,195
76561198833154411,238460,662
76561198833154411,238960,23
76561198833154411,239030,300
76561198833154411,239140,240
76561198833154411,240720,605
76561198833154411,242680,365
76561198833154411,250760,1584
76561198833154411,250900,1583
76561198833154411,252490,5368
76561198833154411,252610,509
76561198833154411,264710,1480
76561198833154411,265930,574
76561198833154411,268910,733
76561198833154411,270550,271
76561198833154411,274190,485
76561198833154411,275850,2700
76561198833154411,289070,856
76561198833154411,291860,919
76561198833154411,304050,3052
76561198833154411,304390,433
76561198833154411,305620,769
76561198833154411,311210,104
76561198833154411,311690,2048
76561198833154411,312520,7
76561198833154411,322330,5538
76561198833154411,322500,577
76561198833154411,346970,165
76561198833154411,356670,41
76561198833154411,359550,1267
76561198833154411,360740,917
76561198833154411,361420,1567
76561198833154411,363970,426
76561198833154411,364420,1983
76561198833154411,365670,14681
76561198833154411,367520,3811
76561198833154411,367540,1
76561198833154411,368230,27
76561198833154411,374320,460
76561198833154411,377160,8
76561198833154411,381210,293
76561198833154411,382560,277
76561198833154411,386940,618
76561198833154411,393220,109
76561198833154411,396710,512
76561198833154411,397540,350
76561198833154411,400630,2106
76561198833154411,404790,41
76561198833154411,409710,216
76561198833154411,413150,11376
76561198833154411,418530,5381
76561198833154411,421040,944
76561198833154411,427520,848
76561198833154411,431730,28053
76561198833154411,434460,554
76561198833154411,437570,102
76561198833154411,438100,824
76561198833154411,457140,1465
76561198833154411,464920,674
76561198833154411,470220,323
76561198833154411,475550,96
76561198833154411,477160,156
76561198833154411,480490,187
76561198833154411,504230,418
76561198833154411,508440,219
76561198833154411,526870,2544
76561198833154411,538100,203
76561198833154411,548430,7740
76561198833154411,550010,460
76561198833154411,552500,318
76561198833154411,553420,273
76561198833154411,553850,5486
76561198833154411,568320,420
76561198833154411,582010,69
76561198833154411,587620,617
76561198833154411,589870,71
76561198833154411,594650,530
76561198833154411,606150,325
76561198833154411,609490,18
76561198833154411,610080,50
76561198833154411,632360,2646
76561198833154411,641990,598
76561198833154411,646570,55
76561198833154411,648800,681
76561198833154411,671860,1209
76561198833154411,674940,1025
76561198833154411,677620,1679
76561198833154411,686060,737
76561198833154411,690040,31
76561198833154411,698780,278
76561198833154411,702810,243
76561198833154411,729040,1322
76561198833154411,739630,879
76561198833154411,751780,1465
76561198833154411,753420,1147
76561198833154411,757320,105
76561198833154411,774361,731
76561198833154411,813230,899
76561198833154411,813780,535
76561198833154411,814300,153
76561198833154411,823130,97
76561198833154411,844590,349
76561198833154411,848450,529
76561198833154411,865930,610
76561198833154411,881100,1485
76561198833154411,892970,1511
76561198833154411,900270,370
76561198833154411,924140,18
76561198833154411,932850,59
76561198833154411,945360,2136
76561198833154411,960090,1884
76561198833154411,989440,1241
76561198833154411,1017180,96
76561198833154411,1021770,721
76561198833154411,1030300,2727
76561198833154411,1046030,225
76561198833154411,1085660,876
76561198833154411,1091500,1234
76561198833154411,1100990,47
76561198833154411,1103100,163
76561198833154411,1104450,155
76561198833154411,1139900,197
76561198833154411,1144200,462
76561198833154411,1145360,414
76561198833154411,1147860,2673
76561198833154411,1148590,93
76561198833154411,1151340,1345
76561198833154411,1172470,3136
76561198833154411,1172620,18202
76561198833154411,1209490,99
76561198833154411,1210320,473
76561198833154411,1222670,280
76561198833154411,1229490,1119
76561198833154411,1237970,841
76561198833154411,1275350,13
76561198833154411,1281930,569
76561198833154411,1285670,221
76561198833154411,1304680,215
76561198833154411,1343370,136
76561198833154411,1349230,202
76561198833154411,1353230,671
76561198833154411,1408720,32
76561198833154411,1419170,883
76561198833154411,1422450,3452
76561198833154411,1424330,338
76561198833154411,1432050,122
76561198833154411,1459870,20
76561198833154411,1468260,793
76561198833154411,1476970,321
76561198833154411,1485080,14
76561198833154411,1509960,105
76561198833154411,1592190,381
76561198833154411,1625450,95
76561198833154411,1657630,1119
76561198833154411,1710100,583
76561198833154411,1716740,1774
76561198833154411,1785150,461
76561198833154411,1808500,5851
76561198833154411,1818750,115
76561198833154411,1868140,375
76561198833154411,1875580,590
76561198833154411,1911390,63
76561198833154411,1922560,3397
76561198833154411,1948280,452
76561198833154411,1962700,496
76561198833154411,1966720,1000
76561198833154411,1977530,17
76561198833154411,1985690,54
76561198833154411,2016590,151
76561198833154411,2021910,19
76561198833154411,2073850,471
76561198833154411,2119830,255
76561198833154411,2141910,12
76561198833154411,2143030,25
76561198833154411,2231450,765
76561198833154411,2353760,36
76561198833154411,2357570,1448
76561198833154411,2381620,56
76561198833154411,2386720,141
76561198833154411,2484990,98
76561198833154411,2641470,189
76561198833154411,2709570,28
76561198833154411,2738490,144
76561198833154411,2767030,125
76561198833154411,2780980,718
76561198833154411,2918300,172
76561198833154411,2996080,90
76561198833154411,3065800,2470
76561198833154411,3191030,168
76561198833154411,3218540,122
76561198833154411,3241660,1132
76561198833154411,3314790,161
76561198833154411,3347820,76
76561198833154411,3401490,70
76561198833154411,3495730,426
76561198833154411,3527290,142
76561198833154411,3716600,157
76561198833154411,4081520,20
76561198833154411,4704690,35
76561199386513701,400,614
76561199386513701,620,1608
76561199386513701,33650,88
76561199386513701,108710,1
76561199386513701,235620,376
76561199386513701,257510,2985
76561199386513701,282140,1176
76561199386513701,288160,127
76561199386513701,301860,258
76561199386513701,319450,1
76561199386513701,322330,320
76561199386513701,324810,457
76561199386513701,345430,8
76561199386513701,366320,445
76561199386513701,368430,423
76561199386513701,375950,118
76561199386513701,387290,263
76561199386513701,424200,40
76561199386513701,425580,390
76561199386513701,456750,451
76561199386513701,475190,146
76561199386513701,476460,1599
76561199386513701,530330,54
76561199386513701,538070,196
76561199386513701,567030,304
76561199386513701,582500,317
76561199386513701,633360,311
76561199386513701,635320,257
76561199386513701,700160,6
76561199386513701,739630,21852
76561199386513701,742500,4709
76561199386513701,747360,345
