final_player_id,total_library_games,total_played_games,total_playtime_minutes,categorized_games,categorized_played_games,category_game_coverage,category_playtime_coverage,avg_playtime_per_played_game_minutes,games_combat,played_games_combat,games_exploration,played_games_exploration,games_strategic_reasoning,played_games_strategic_reasoning,games_shooter,played_games_shooter,games_melee,played_games_melee,games_action_other,played_games_action_other,games_open_world,played_games_open_world,games_narrative_exploration,played_games_narrative_exploration,games_investigation,played_games_investigation,games_logic_puzzle,played_games_logic_puzzle,games_planning_management,played_games_planning_management,games_strategy_decision,played_games_strategy_decision,games_observation_deduction,played_games_observation_deduction,macro_target
general_final_0232,327,262,381164,241,193,0.737003,0.943229,1454.824427,128,108,79,58,34,27,89,78,12,10,16,12,25,17,25,19,28,22,11,8,4,3,17,15,0,0,combat
general_final_0233,454,113,206068,377,96,0.830396,0.874556,1823.610619,135,41,162,33,80,22,58,20,33,13,41,7,63,17,55,6,41,9,15,1,36,10,28,11,0,0,exploration
general_final_0234,110,97,158336,89,77,0.809091,0.881474,1632.329897,27,26,32,31,30,20,17,16,1,1,6,6,9,9,7,7,16,15,7,6,5,4,14,10,4,0,exploration
general_final_0235,156,110,228587,116,79,0.74359,0.773106,2078.063636,27,16,58,34,31,29,15,9,5,4,3,1,28,14,14,9,15,10,8,7,15,15,5,5,0,0,exploration
general_final_0237,316,111,80716,241,77,0.762658,0.721443,727.171171,68,16,86,12,87,49,39,7,10,2,16,5,32,7,38,1,14,3,50,34,11,4,22,8,0,0,combat
general_final_0240,56,54,54503,41,39,0.732143,0.707154,1009.314815,13,12,20,19,8,8,7,7,0,0,5,4,9,8,4,4,7,7,3,3,2,2,2,2,0,0,exploration
general_final_0241,150,135,120350,123,112,0.82,0.920258,891.481481,60,55,54,48,9,9,34,32,7,7,10,8,24,22,14,11,11,10,2,2,3,3,3,3,0,0,combat
general_final_0242,59,42,42741,40,26,0.677966,0.778269,1017.642857,7,5,15,10,18,11,4,3,1,0,2,2,6,5,5,2,4,3,8,5,4,3,6,3,0,0,strategic_reasoning
general_final_0243,101,71,83305,79,53,0.782178,0.908217,1173.309859,36,24,40,28,3,1,15,8,7,7,10,5,6,3,29,23,5,2,1,1,0,0,2,0,0,0,combat
general_final_0246,31,25,21565,20,15,0.645161,0.968375,862.6,9,8,8,6,3,1,7,7,0,0,1,0,0,0,4,3,1,0,3,1,0,0,0,0,0,0,combat
general_final_0250,380,293,265924,283,226,0.744737,0.858636,907.590444,142,119,107,85,34,22,97,81,12,10,21,20,56,47,22,14,28,23,5,4,5,5,19,8,0,0,combat
general_final_0251,200,163,662735,165,132,0.825,0.962851,4065.858896,109,89,42,29,14,14,63,45,18,18,18,17,18,14,14,9,9,5,4,4,4,4,5,5,0,0,combat
general_final_0255,156,58,40758,119,44,0.762821,0.883925,702.724138,48,19,52,18,19,7,32,13,9,3,5,1,12,4,26,6,14,8,5,2,4,0,8,3,0,0,combat
general_final_0258,8,8,2884,7,7,0.875,0.900832,360.5,4,4,2,2,1,1,1,1,1,1,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,combat
general_final_0259,140,132,43912,96,89,0.685714,0.797595,332.666667,26,22,34,34,36,33,18,16,3,2,4,3,15,15,4,4,13,13,9,7,12,12,9,8,1,1,combat
general_final_0261,111,97,86907,84,74,0.756757,0.889744,895.948454,46,40,25,21,13,13,21,19,16,13,4,3,12,11,6,4,5,5,2,2,5,5,6,6,0,0,combat
general_final_0262,48,18,12175,38,15,0.791667,0.892238,676.388889,8,5,24,7,6,3,5,2,1,1,1,1,2,1,14,2,6,4,6,3,0,0,0,0,0,0,combat
general_final_0263,43,32,8342,33,25,0.767442,0.947495,260.6875,20,15,9,8,4,2,18,14,0,0,1,0,5,5,2,1,2,2,1,0,1,0,2,2,0,0,exploration
general_final_0265,65,42,75222,59,36,0.907692,0.882893,1791.0,37,17,21,18,1,1,31,13,1,1,5,3,4,3,8,7,8,7,0,0,1,1,0,0,0,0,exploration
general_final_0271,31,19,21071,28,17,0.903226,0.865692,1109.0,8,4,13,6,7,7,1,0,4,1,3,3,5,3,3,1,4,2,1,1,2,2,3,3,0,0,exploration
general_final_0273,309,260,594020,253,218,0.81877,0.941281,2284.692308,124,104,88,77,41,37,86,70,16,15,15,13,29,27,33,27,24,22,12,11,15,14,13,12,0,0,combat
general_final_0274,343,236,500571,261,176,0.760933,0.918979,2121.063559,103,69,83,55,75,52,64,42,14,9,23,16,20,11,47,32,14,11,25,17,16,15,30,17,0,0,combat
general_final_0277,89,78,383978,69,60,0.775281,0.97929,4922.794872,35,31,25,20,9,9,21,19,3,2,9,8,13,9,5,5,6,5,5,5,3,3,0,0,0,0,combat
general_final_0281,329,283,360586,260,222,0.790274,0.879269,1274.155477,127,112,95,81,38,29,87,74,10,10,15,14,41,37,29,23,20,17,11,8,13,12,11,9,0,0,combat
general_final_0283,2359,319,566798,1924,257,0.8156,0.928362,1776.796238,626,112,753,87,545,58,333,82,121,16,162,11,179,20,366,43,197,23,175,17,101,8,251,32,0,0,combat
general_final_0284,128,101,108919,103,77,0.804688,0.744131,1078.405941,51,33,35,30,17,14,42,25,1,0,4,4,6,6,16,12,10,9,7,6,3,3,6,4,0,0,combat
general_final_0288,379,250,772096,297,201,0.783641,0.868654,3088.384,44,23,126,89,127,89,16,5,10,8,17,10,46,36,56,37,23,16,64,51,16,13,41,21,0,0,exploration
general_final_0289,187,165,284525,139,121,0.743316,0.77409,1724.393939,63,57,47,40,29,24,43,38,4,3,10,10,19,16,17,13,9,9,7,7,10,9,12,8,0,0,strategic_reasoning
general_final_0292,119,90,209963,99,71,0.831933,0.917547,2332.922222,44,37,34,23,21,11,30,26,3,2,5,5,16,13,12,5,5,4,2,1,3,0,14,8,0,0,combat
general_final_0293,125,37,148581,100,27,0.8,0.940484,4015.702703,24,4,52,21,24,2,12,1,4,1,8,2,15,8,27,10,9,2,6,1,3,0,13,0,0,0,exploration
general_final_0295,106,31,19978,84,24,0.792453,0.895986,644.451613,25,10,52,12,7,2,16,6,5,2,2,0,10,2,34,7,5,2,6,1,1,1,0,0,0,0,combat
general_final_0296,40,27,29815,33,23,0.825,0.920778,1104.259259,21,14,9,7,3,2,13,7,2,2,3,2,5,3,3,3,1,1,1,1,0,0,2,1,0,0,combat
general_final_0300,39,31,229451,31,24,0.794872,0.870434,7401.645161,15,12,15,12,1,0,4,3,7,7,2,1,4,4,5,3,3,3,1,0,0,0,0,0,0,0,combat
general_final_0301,98,67,225339,84,57,0.857143,0.953142,3363.268657,22,17,31,22,31,18,12,9,6,5,4,3,15,11,14,10,2,1,4,3,1,1,25,14,0,0,combat
general_final_0302,246,164,337795,175,108,0.711382,0.937326,2059.72561,77,54,60,33,38,21,43,37,4,2,21,7,9,6,33,19,16,7,16,9,4,1,14,7,1,1,combat
general_final_0306,24,16,161615,21,13,0.875,0.998633,10100.9375,16,10,3,2,2,1,15,10,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,combat
general_final_0307,25,15,46155,23,14,0.92,0.999827,3077.0,12,11,5,1,6,2,7,6,0,0,0,0,2,1,2,0,1,0,2,0,1,0,2,1,0,0,combat
general_final_0308,350,216,184719,271,174,0.774286,0.921383,855.180556,108,66,91,64,72,44,72,45,15,9,18,10,39,32,27,15,23,16,20,17,17,11,31,15,0,0,combat
general_final_0309,270,139,112556,220,104,0.814815,0.843696,809.755396,97,49,94,41,29,14,61,29,12,9,17,7,26,15,49,19,17,6,13,8,5,2,9,3,0,0,combat
general_final_0311,45,27,49886,34,21,0.755556,0.78954,1847.62963,7,3,15,8,12,10,5,1,0,0,2,2,4,1,4,2,6,4,5,3,2,2,4,4,0,0,strategic_reasoning
general_final_0312,30,25,131305,23,18,0.766667,0.90931,5252.2,12,10,10,8,1,0,12,10,0,0,0,0,4,3,3,2,2,2,0,0,0,0,1,0,0,0,combat
general_final_0314,64,52,13449,42,31,0.65625,0.904008,258.634615,18,17,15,7,9,7,12,12,1,1,4,3,5,4,6,0,1,1,1,0,4,4,2,1,0,0,combat
general_final_0315,175,162,232221,131,123,0.748571,0.895384,1433.462963,65,59,60,59,6,5,45,40,8,8,7,7,18,18,25,24,13,13,0,0,2,2,3,2,0,0,combat
general_final_0316,35,31,9916,30,26,0.857143,0.858108,319.870968,3,3,21,18,6,5,1,1,0,0,2,2,3,3,14,12,4,3,3,2,0,0,2,2,0,0,exploration
general_final_0317,116,101,300028,95,83,0.818966,0.848624,2970.574257,39,30,48,46,8,7,25,18,4,4,8,7,12,12,19,18,16,15,2,1,1,1,4,4,0,0,exploration
general_final_0318,222,210,244625,182,172,0.81982,0.904008,1164.880952,54,51,98,91,30,30,26,23,13,13,12,12,20,19,51,48,27,24,8,8,6,6,13,13,0,0,exploration
general_final_0319,54,34,39813,45,30,0.833333,0.977294,1170.970588,20,15,15,7,10,8,15,12,1,1,2,0,4,1,7,4,3,2,6,4,1,1,3,3,0,0,combat
general_final_0321,33,25,44342,31,23,0.939394,0.97932,1773.68,19,14,10,8,2,1,12,9,2,2,3,1,5,4,3,2,0,0,1,1,0,0,1,0,0,0,combat
general_final_0325,54,35,22982,45,29,0.833333,0.936298,656.628571,10,9,22,11,13,9,6,6,0,0,2,2,4,3,6,1,12,7,1,0,6,5,6,4,0,0,strategic_reasoning
general_final_0328,576,243,181101,455,195,0.789931,0.892888,745.271605,170,81,237,101,48,13,98,47,42,23,23,8,61,24,123,59,49,17,12,1,9,2,26,10,0,0,exploration
general_final_0329,75,62,90634,64,51,0.853333,0.921475,1461.83871,17,15,33,25,14,11,9,8,3,3,5,4,10,7,8,7,12,9,5,4,3,2,5,4,0,0,exploration
general_final_0330,54,52,143221,37,35,0.685185,0.929766,2754.25,16,14,10,10,11,11,14,12,0,0,1,1,3,3,2,2,5,5,7,7,4,4,0,0,0,0,exploration
general_final_0331,39,26,12867,26,19,0.666667,0.799798,494.884615,9,7,12,8,5,4,3,3,3,2,3,2,5,4,4,3,2,1,2,1,1,1,2,2,0,0,exploration
general_final_0332,8,8,32503,4,4,0.5,0.934345,4062.875,0,0,3,3,1,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,exploration
general_final_0335,8,8,8416,7,7,0.875,0.982652,1052.0,3,3,4,4,0,0,3,3,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,exploration
general_final_0336,8,8,37277,6,6,0.75,0.92604,4659.625,0,0,5,5,1,1,0,0,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,0,0,exploration
general_final_0338,46,14,5288,29,6,0.630435,0.729766,377.714286,9,3,11,1,9,2,6,3,2,0,1,0,2,0,6,0,3,1,1,1,1,0,7,1,0,0,combat
general_final_0339,424,152,194862,294,106,0.693396,0.9056,1281.986842,96,41,137,52,61,13,58,24,8,4,21,8,27,14,72,21,30,14,35,6,8,2,17,4,0,0,combat
general_final_0340,50,32,36813,40,27,0.8,0.990927,1150.40625,18,9,18,15,4,3,16,8,0,0,0,0,7,5,6,5,5,5,0,0,1,1,3,2,0,0,exploration
general_final_0341,60,44,63963,44,30,0.733333,0.924409,1453.704545,18,10,11,9,15,11,10,5,0,0,6,4,4,3,3,2,4,4,3,2,4,3,7,5,0,0,combat
general_final_0342,115,93,365997,88,73,0.765217,0.94327,3935.451613,30,25,40,34,18,14,17,16,6,5,6,4,13,10,16,14,8,8,3,2,0,0,15,12,0,0,exploration
general_final_0343,43,34,156080,31,23,0.72093,0.832663,4590.588235,15,12,8,6,8,5,7,7,2,2,3,1,3,2,3,2,2,2,4,3,1,1,2,0,0,0,combat
general_final_0344,46,26,23102,38,21,0.826087,0.946628,888.538462,12,5,24,16,2,0,5,4,1,0,4,0,8,3,10,7,2,2,0,0,0,0,2,0,0,0,exploration
general_final_0345,146,99,90075,120,81,0.821918,0.941005,909.848485,60,45,56,32,4,4,43,31,2,2,3,1,19,9,20,12,17,11,1,1,1,1,2,2,0,0,combat
general_final_0346,138,128,52443,95,88,0.688406,0.833934,409.710938,49,46,30,27,16,15,18,17,12,10,9,9,6,5,8,7,15,14,4,4,7,7,4,3,0,0,combat
general_final_0348,210,133,265705,155,92,0.738095,0.935225,1997.781955,47,27,57,33,51,32,15,11,4,1,24,14,17,14,17,7,18,8,23,15,12,9,13,5,0,0,combat
general_final_0352,648,435,279580,526,363,0.811728,0.8616,642.712644,242,180,191,135,93,48,137,99,55,48,47,32,37,20,88,63,65,52,43,31,5,1,45,16,0,0,combat
general_final_0358,177,155,156833,148,128,0.836158,0.733194,1011.825806,66,54,64,58,18,16,30,23,12,11,22,19,11,9,36,33,16,16,11,11,0,0,7,5,0,0,combat
general_final_0360,60,52,150788,50,44,0.833333,0.942204,2899.769231,4,3,26,23,20,18,1,1,1,0,2,2,9,7,6,6,8,7,1,1,3,3,15,13,0,0,exploration
general_final_0364,41,40,148920,35,35,0.853659,0.888457,3723.0,14,14,17,17,4,4,8,8,4,4,0,0,4,4,9,9,3,3,1,1,1,1,2,2,0,0,combat
general_final_0366,104,96,116490,89,82,0.855769,0.847884,1213.4375,44,39,32,31,13,12,23,21,9,9,8,7,11,11,9,8,11,11,3,3,3,3,7,6,0,0,combat
general_final_0368,31,19,29579,19,12,0.612903,0.89763,1556.789474,1,0,12,6,6,6,1,0,0,0,0,0,1,1,9,3,1,1,2,2,2,2,2,2,0,0,strategic_reasoning
general_final_0369,236,150,393503,208,130,0.881356,0.950079,2623.353333,64,31,96,70,48,29,44,19,7,4,10,6,27,20,44,30,22,18,25,12,10,8,10,7,0,0,combat
general_final_0372,30,27,103511,25,24,0.833333,0.928104,3833.740741,11,10,9,9,5,5,6,5,2,2,3,3,3,3,4,4,2,2,1,1,0,0,1,1,0,0,combat
general_final_0373,83,66,65675,65,50,0.783133,0.866997,995.075758,19,14,35,27,11,9,13,9,0,0,3,2,10,10,17,11,7,5,2,1,2,2,7,6,0,0,exploration
general_final_0374,321,147,49898,266,121,0.82866,0.917933,339.442177,84,42,142,70,40,9,52,28,18,9,14,5,30,6,59,33,53,31,13,6,8,0,17,2,0,0,combat
general_final_0376,29,7,3719,26,5,0.896552,0.856951,531.285714,8,3,14,2,4,0,6,2,0,0,2,1,7,1,4,1,3,0,1,0,0,0,3,0,0,0,combat
general_final_0378,371,345,458354,290,270,0.781671,0.800717,1328.562319,79,73,111,103,100,94,33,30,14,13,26,26,33,29,48,46,25,24,27,26,24,20,41,40,0,0,exploration
general_final_0379,171,142,171750,145,121,0.847953,0.875988,1209.507042,49,36,68,63,28,22,31,19,7,6,11,11,8,7,47,44,12,11,14,14,1,1,12,6,0,0,exploration
general_final_0380,265,181,544970,219,149,0.826415,0.870255,3010.883978,55,37,106,78,58,34,29,21,7,5,18,11,28,25,50,32,25,19,26,18,10,7,20,8,0,0,exploration
general_final_0381,301,211,623544,238,165,0.790698,0.923086,2955.184834,53,29,84,58,101,78,35,21,8,3,8,5,25,17,36,24,21,16,17,15,27,23,54,37,0,0,strategic_reasoning
general_final_0382,255,172,170885,216,143,0.847059,0.932756,993.517442,114,78,81,54,21,11,74,56,19,12,15,6,24,18,39,21,18,15,10,4,2,1,8,5,0,0,combat
general_final_0383,191,170,271451,151,135,0.790576,0.806783,1596.770588,45,38,79,73,27,24,16,10,13,13,15,14,14,13,35,30,28,28,13,12,2,2,11,9,0,0,exploration
general_final_0385,878,609,292047,697,486,0.79385,0.881207,479.551724,219,152,247,184,231,150,135,89,41,33,40,30,50,38,131,94,60,47,104,71,28,26,99,53,0,0,combat
general_final_0386,72,27,50851,57,18,0.791667,0.980118,1883.37037,23,11,25,5,9,2,16,7,1,0,5,3,7,3,12,1,5,1,5,1,1,0,3,1,0,0,strategic_reasoning
general_final_0387,113,86,344477,83,69,0.734513,0.921768,4005.546512,42,34,23,18,18,17,23,17,8,7,8,8,10,9,4,1,6,6,8,7,2,2,7,7,0,0,combat
general_final_0388,42,38,62483,33,30,0.785714,0.813613,1644.289474,5,4,25,23,3,3,1,1,1,1,2,2,6,6,13,12,4,3,1,1,1,1,1,1,0,0,exploration
general_final_0390,178,153,219920,140,121,0.786517,0.837391,1437.385621,63,56,56,48,21,17,34,27,11,11,7,7,18,18,21,15,14,12,5,5,3,2,9,6,0,0,combat
general_final_0391,173,115,285337,133,89,0.768786,0.897893,2481.191304,70,49,42,26,21,14,60,41,3,3,5,4,15,12,19,10,8,4,2,1,3,2,16,11,0,0,combat
general_final_0394,206,151,330690,147,123,0.713592,0.900085,2190.0,55,51,63,49,29,23,29,26,11,10,7,7,21,19,24,17,15,10,4,1,9,9,13,10,0,0,combat
general_final_0396,57,53,173759,48,44,0.842105,0.855639,3278.471698,12,12,29,26,7,6,6,6,2,2,4,4,9,7,11,10,8,8,4,4,1,0,1,1,0,0,exploration
general_final_0397,2025,1217,878321,1510,1036,0.745679,0.719878,721.709942,426,280,644,449,440,307,193,115,99,79,129,83,148,101,332,244,156,100,156,110,91,71,165,108,0,0,combat
general_final_0398,14,11,5487,11,9,0.785714,0.858939,498.818182,1,1,9,7,1,1,1,1,0,0,0,0,3,3,5,3,1,1,0,0,1,1,0,0,0,0,exploration
general_final_0399,4,2,96,3,1,0.75,0.78125,48.0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,combat
general_final_0400,244,185,625456,199,152,0.815574,0.975252,3380.843243,79,66,93,66,27,20,35,26,20,17,18,17,24,14,38,27,30,25,9,6,5,5,12,8,0,0,combat
general_final_0401,7,5,1261,7,5,1.0,1.0,252.2,3,2,4,3,0,0,2,2,1,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,exploration
general_final_0403,213,192,439623,164,147,0.769953,0.83699,2289.703125,72,67,63,55,29,25,29,27,13,12,17,16,33,31,12,10,14,11,10,7,8,8,10,9,0,0,combat
general_final_0404,10,9,23407,7,7,0.7,0.960525,2600.777778,4,4,2,2,1,1,3,3,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,combat
general_final_0406,95,66,77118,85,60,0.894737,0.936085,1168.454545,19,10,46,32,20,18,13,6,1,1,3,3,6,2,36,27,2,2,16,15,2,2,2,1,0,0,exploration
general_final_0407,559,380,633387,430,290,0.769231,0.918775,1666.807895,220,161,120,77,90,52,104,73,79,64,34,22,24,15,69,43,25,18,44,22,6,4,39,26,0,0,combat
general_final_0409,121,94,217281,95,69,0.785124,0.890087,2311.5,40,31,36,27,19,11,31,24,3,3,6,4,18,15,6,2,10,8,7,3,7,5,4,2,0,0,combat
general_final_0410,510,362,377304,413,288,0.809804,0.849766,1042.276243,122,78,219,158,72,52,83,49,12,9,22,16,72,59,91,59,50,36,32,23,23,18,14,8,1,1,exploration
general_final_0411,1439,739,333026,1097,571,0.762335,0.711443,450.644114,352,189,443,232,302,150,157,71,85,55,103,60,68,34,242,120,119,68,131,68,42,27,123,53,0,0,exploration
general_final_0412,80,40,78622,70,32,0.875,0.884956,1965.55,34,16,26,9,10,7,10,5,16,6,6,3,7,4,15,4,3,1,3,1,3,3,2,2,0,0,combat
general_final_0414,1064,705,782905,796,543,0.74812,0.783379,1110.503546,259,181,236,173,301,189,129,79,42,33,80,63,58,43,119,83,53,44,109,60,45,35,137,87,0,0,combat
general_final_0424,63,53,70975,50,41,0.793651,0.982895,1339.150943,21,21,25,18,4,2,12,12,5,5,2,2,2,2,11,9,12,7,3,2,1,0,0,0,0,0,combat
general_final_0425,1079,623,295383,898,530,0.832252,0.880338,474.130016,281,158,400,247,217,125,140,74,50,35,81,43,78,52,212,132,107,63,72,44,47,29,91,49,1,0,exploration
general_final_0429,84,75,44194,67,58,0.797619,0.81364,589.253333,21,18,28,24,18,16,14,13,2,2,5,3,6,4,13,13,8,7,7,7,3,3,7,5,0,0,exploration
general_final_0430,126,90,274223,84,59,0.666667,0.762606,3046.922222,40,28,27,19,17,12,29,22,4,3,4,1,9,9,9,3,7,6,3,2,7,6,4,2,0,0,combat
general_final_0434,307,236,431229,251,184,0.81759,0.706309,1827.241525,99,65,81,60,71,59,30,8,34,27,33,29,17,12,30,19,29,24,1,1,9,8,57,46,0,0,exploration
general_final_0436,374,332,716292,298,266,0.796791,0.871511,2157.506024,93,80,137,128,68,58,39,34,18,14,28,26,61,58,30,27,41,38,7,7,26,22,33,27,0,0,combat
general_final_0438,447,343,377113,377,288,0.8434,0.921623,1099.45481,145,107,154,119,78,62,69,41,45,38,26,23,29,23,86,63,37,32,31,28,11,8,35,25,0,0,combat
general_final_0440,144,138,226635,102,98,0.708333,0.914334,1642.282609,50,47,23,23,29,28,32,29,9,9,6,6,4,4,7,7,10,10,14,14,4,4,9,8,1,1,combat
general_final_0442,372,302,933305,304,250,0.817204,0.931928,3090.413907,150,125,121,100,33,25,96,78,25,20,24,22,41,36,48,39,29,23,13,10,7,6,12,8,0,0,combat
general_final_0444,467,362,295041,400,310,0.856531,0.817042,815.030387,126,98,213,171,61,41,79,58,18,15,25,22,48,38,98,78,61,51,37,25,8,7,16,9,0,0,exploration
general_final_0445,1542,352,369253,1281,237,0.830739,0.709606,1049.014205,317,40,573,111,391,86,121,11,75,7,114,22,111,13,243,36,209,59,159,61,90,13,132,6,0,0,exploration
general_final_0446,1503,1309,704890,1232,1089,0.819694,0.887841,538.495034,381,349,447,378,404,362,179,167,71,66,120,105,100,91,201,174,140,110,127,113,87,73,167,154,0,0,combat
general_final_0449,288,229,320202,230,188,0.798611,0.929629,1398.262009,143,123,73,55,14,10,98,81,20,19,14,13,21,12,30,25,21,17,4,3,2,1,7,5,0,0,combat
general_final_0451,6,4,3242,4,3,0.666667,0.815238,810.5,4,3,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,combat
general_final_0453,234,169,819072,187,140,0.799145,0.895634,4846.579882,76,54,74,57,37,29,34,22,20,14,18,14,15,13,32,21,22,19,12,8,7,6,15,13,0,0,combat
general_final_0454,202,167,217829,169,142,0.836634,0.913083,1304.365269,62,48,70,64,37,30,30,19,11,11,19,16,21,20,24,22,24,21,8,5,15,13,13,11,0,0,exploration
general_final_0456,7,5,23922,5,4,0.714286,0.958783,4784.4,0,0,2,2,3,2,0,0,0,0,0,0,1,1,0,0,1,1,1,0,2,2,0,0,0,0,exploration
general_final_0457,39,36,70102,25,23,0.641026,0.783045,1947.277778,13,13,11,10,1,0,11,11,0,0,0,0,6,6,1,0,1,1,0,0,1,0,0,0,0,0,combat
general_final_0458,118,95,143336,98,79,0.830508,0.974333,1508.8,39,30,34,27,25,22,26,22,6,4,6,3,11,8,11,10,11,9,16,16,0,0,8,6,0,0,combat
general_final_0460,212,166,315284,159,127,0.75,0.817425,1899.301205,67,53,72,59,20,15,32,26,17,13,14,11,9,6,28,21,30,28,4,3,6,4,9,7,0,0,exploration
general_final_0462,39,20,42163,35,18,0.897436,0.708085,2108.15,18,13,10,5,7,0,9,7,4,4,3,0,5,3,1,0,3,1,2,0,1,0,4,0,0,0,combat
general_final_0464,351,298,463908,286,244,0.814815,0.911605,1556.738255,188,168,76,61,22,15,34,24,102,94,42,40,13,11,32,25,26,20,6,4,3,3,9,4,0,0,combat
general_final_0465,718,434,225967,560,330,0.779944,0.786664,520.66129,222,144,288,161,50,25,140,95,36,18,37,23,64,38,129,64,81,49,17,6,9,4,22,13,0,0,exploration
general_final_0468,195,175,325320,158,144,0.810256,0.928077,1858.971429,57,52,76,67,25,25,26,22,10,10,18,17,13,12,31,27,29,25,7,7,5,5,11,11,0,0,combat
general_final_0471,1919,396,375040,1602,295,0.83481,0.795454,947.070707,483,105,657,124,462,66,199,49,123,25,155,29,134,23,305,53,211,47,150,29,107,11,192,23,0,0,combat
general_final_0472,656,337,549950,539,272,0.821646,0.866581,1631.89911,132,53,180,78,227,141,60,27,24,5,42,17,50,29,66,26,63,23,61,40,70,51,91,47,0,0,strategic_reasoning
general_final_0477,11,6,1275,8,5,0.727273,0.973333,212.5,2,1,5,4,1,0,2,1,0,0,0,0,3,3,2,1,0,0,1,0,0,0,0,0,0,0,exploration
general_final_0479,166,154,327851,136,128,0.819277,0.838491,2128.902597,25,24,66,61,45,43,11,10,7,7,6,6,12,12,28,26,23,21,30,29,2,2,13,12,0,0,exploration
general_final_0483,209,164,269310,170,135,0.813397,0.873989,1642.134146,65,51,75,57,30,27,46,33,7,7,9,8,34,29,28,19,12,9,11,9,7,7,12,11,0,0,combat
general_final_0488,247,160,678342,198,131,0.801619,0.972826,4239.6375,88,59,58,40,52,32,57,35,18,16,8,6,21,17,26,15,10,8,7,3,7,6,36,22,0,0,combat
general_final_0490,10,6,17334,8,4,0.8,0.999308,2889.0,0,0,5,2,3,2,0,0,0,0,0,0,3,2,2,0,0,0,2,1,0,0,1,1,0,0,exploration
general_final_0493,594,529,884487,459,405,0.772727,0.86573,1671.99811,186,166,166,143,107,96,103,93,29,26,46,39,46,41,63,54,54,46,43,40,14,12,44,38,0,0,combat
general_final_0494,216,187,228425,160,138,0.740741,0.887486,1221.524064,87,78,52,45,21,15,58,50,8,8,15,14,23,22,14,11,13,11,7,6,3,3,9,5,0,0,combat
general_final_0495,12,12,9164,10,10,0.833333,0.928306,763.666667,0,0,5,5,5,5,0,0,0,0,0,0,2,2,2,2,1,1,4,4,1,1,0,0,0,0,exploration
general_final_0497,252,115,114473,203,89,0.805556,0.92614,995.417391,58,22,99,44,46,23,27,8,10,4,16,7,23,11,48,20,21,7,12,6,10,3,19,9,0,0,exploration
general_final_0500,167,61,100205,138,47,0.826347,0.754503,1642.704918,54,18,40,16,44,13,25,8,8,2,17,4,8,5,18,3,9,4,27,9,3,2,11,2,0,0,combat
general_final_0501,127,123,306771,95,92,0.748031,0.740816,2494.073171,26,25,48,46,21,21,9,9,7,7,9,8,6,6,27,26,13,12,7,7,2,2,10,10,0,0,exploration
general_final_0502,48,44,123962,39,35,0.8125,0.911239,2817.318182,17,16,16,13,6,6,13,12,0,0,3,3,10,8,5,4,1,1,1,1,2,2,2,2,0,0,combat
general_final_0506,227,191,529649,186,158,0.819383,0.91207,2773.031414,80,72,72,58,34,28,53,46,8,7,17,17,28,25,16,9,22,19,10,7,7,7,17,14,0,0,combat
general_final_0512,414,292,218530,336,239,0.811594,0.934425,748.390411,182,125,78,51,76,63,109,63,23,21,45,36,17,10,41,28,19,13,11,9,12,12,51,40,0,0,combat
general_final_0514,174,151,281662,138,119,0.793103,0.820686,1865.311258,40,32,70,63,28,24,21,14,6,6,12,11,19,18,27,23,21,20,11,8,7,7,10,9,0,0,exploration
general_final_0516,47,19,65671,37,13,0.787234,0.918823,3456.368421,14,9,14,3,9,1,10,7,2,1,2,1,5,2,6,1,3,0,3,0,0,0,5,0,0,0,combat
general_final_0517,1798,1581,765922,1213,1056,0.674638,0.769624,484.454143,398,333,374,336,441,387,142,102,54,47,202,184,41,34,248,226,69,60,257,233,27,22,117,93,0,0,combat
general_final_0520,87,79,179896,73,67,0.83908,0.902193,2277.164557,48,44,19,17,6,6,21,18,14,13,11,11,11,9,4,4,4,4,1,1,1,1,4,4,0,0,combat
general_final_0522,144,111,283552,117,87,0.8125,0.860315,2554.522523,69,53,44,33,4,1,32,23,17,12,13,11,15,11,15,12,14,10,1,0,0,0,2,1,0,0,combat
general_final_0523,85,46,78739,68,40,0.8,0.880618,1711.717391,29,18,35,18,4,4,14,5,8,8,6,5,8,4,16,9,11,5,1,1,0,0,2,2,0,0,combat
general_final_0525,62,53,85686,47,40,0.758065,0.888593,1616.716981,18,15,21,19,8,6,10,9,2,2,5,3,5,5,11,9,4,4,2,1,2,2,2,1,0,0,combat
general_final_0526,116,44,61571,101,39,0.87069,0.940345,1399.340909,16,9,29,11,56,19,4,2,6,3,6,4,6,2,12,4,10,5,18,9,15,8,23,2,0,0,strategic_reasoning
