final_player_id,total_library_games,total_played_games,total_playtime_minutes,categorized_games,categorized_played_games,category_game_coverage,category_playtime_coverage,avg_playtime_per_played_game_minutes,games_combat,played_games_combat,games_exploration,played_games_exploration,games_strategic_reasoning,played_games_strategic_reasoning,games_shooter,played_games_shooter,games_melee,played_games_melee,games_action_other,played_games_action_other,games_open_world,played_games_open_world,games_narrative_exploration,played_games_narrative_exploration,games_investigation,played_games_investigation,games_logic_puzzle,played_games_logic_puzzle,games_planning_management,played_games_planning_management,games_strategy_decision,played_games_strategy_decision,games_observation_deduction,played_games_observation_deduction,macro_target
general_final_0529,130,87,254714,115,73,0.884615,0.926302,2927.747126,48,25,59,42,8,6,36,18,3,2,6,3,11,6,29,20,17,15,2,2,1,1,5,3,0,0,combat
general_final_0532,199,189,419429,146,139,0.733668,0.816298,2219.201058,60,54,50,50,36,35,21,18,10,10,26,23,17,17,13,13,15,15,12,11,6,6,15,15,0,0,combat
general_final_0535,35,31,167982,33,29,0.942857,0.998661,5418.774194,24,20,9,9,0,0,19,17,0,0,2,1,5,5,2,2,2,2,0,0,0,0,0,0,0,0,combat
general_final_0536,49,41,86378,43,37,0.877551,0.969101,2106.780488,5,5,33,27,5,5,2,2,0,0,2,2,4,4,22,18,7,5,3,3,0,0,1,1,0,0,strategic_reasoning
general_final_0537,73,63,144656,59,53,0.808219,0.945878,2296.126984,33,28,17,17,9,8,26,21,1,1,5,5,5,5,8,8,4,4,2,2,1,1,6,5,0,0,combat
general_final_0539,59,48,123809,43,33,0.728814,0.884386,2579.354167,22,18,10,6,11,9,9,7,3,3,8,7,1,0,5,2,4,4,6,5,0,0,3,2,0,0,combat
general_final_0541,85,71,177922,68,56,0.8,0.90801,2505.943662,49,37,15,15,4,4,41,29,1,1,2,2,9,9,3,3,3,3,0,0,0,0,2,2,0,0,combat
general_final_0543,158,104,108415,129,80,0.816456,0.867011,1042.451923,48,21,57,38,24,21,33,13,5,3,7,3,16,14,23,10,17,13,17,15,4,3,2,2,0,0,combat
general_final_0546,91,70,237142,69,50,0.758242,0.827778,3387.742857,30,15,22,21,17,14,19,5,2,1,8,8,4,3,11,11,6,6,12,10,2,1,3,3,0,0,combat
general_final_0547,54,22,10185,46,19,0.851852,0.870103,462.954545,7,4,28,11,11,4,2,1,3,1,2,2,1,1,17,5,9,5,6,2,0,0,5,2,0,0,exploration
general_final_0549,35,31,147358,23,20,0.657143,0.751476,4753.483871,16,14,5,4,2,2,11,9,3,3,2,2,2,2,1,1,2,1,0,0,0,0,2,2,0,0,exploration
general_final_0550,58,57,66268,33,32,0.568966,0.864203,1162.596491,13,13,11,11,9,8,6,6,0,0,6,6,4,4,3,3,3,3,1,1,4,3,3,3,0,0,strategic_reasoning
general_final_0551,358,203,376344,301,161,0.840782,0.789188,1853.91133,106,66,107,50,88,45,57,41,13,7,32,18,22,13,60,28,23,8,55,29,8,4,24,12,0,0,combat
general_final_0552,188,180,376739,155,149,0.824468,0.895769,2092.994444,76,71,50,49,29,29,46,42,6,6,20,19,17,17,9,9,21,20,11,11,5,5,11,11,1,1,combat
general_final_0554,22,10,1981,21,10,0.954545,1.0,198.1,21,10,0,0,0,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,combat
general_final_0555,224,120,127047,186,96,0.830357,0.871063,1058.725,42,17,68,37,76,42,22,13,6,1,12,2,15,10,25,10,24,14,38,19,12,9,24,13,0,0,strategic_reasoning
general_final_0556,15,15,50691,12,12,0.8,0.981377,3379.4,8,8,1,1,3,3,4,4,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,combat
general_final_0557,288,282,186717,202,198,0.701389,0.854068,662.117021,15,14,64,62,123,122,3,3,6,6,6,5,7,7,27,27,27,26,101,101,14,13,7,7,0,0,exploration
general_final_0563,86,74,142535,65,54,0.755814,0.759771,1926.148649,27,22,29,23,9,9,17,13,3,3,5,5,6,4,15,13,8,6,2,2,5,5,1,1,0,0,combat
general_final_0564,173,134,965352,137,104,0.791908,0.80154,7204.119403,27,21,53,38,57,45,3,2,6,5,17,13,7,3,24,18,19,16,23,19,5,4,26,19,0,0,strategic_reasoning
general_final_0566,613,409,1214258,500,341,0.815661,0.912852,2968.845966,160,107,197,128,143,106,94,63,31,23,29,18,74,56,69,35,49,35,20,17,50,45,71,43,0,0,combat
general_final_0568,28,19,19769,23,14,0.821429,0.966867,1040.473684,17,13,3,0,3,1,16,12,0,0,0,0,0,0,3,0,0,0,1,1,1,0,1,0,0,0,combat
general_final_0569,109,86,100663,90,72,0.825688,0.847104,1170.5,22,15,55,45,13,12,17,10,4,4,1,1,3,2,37,30,14,12,8,8,3,2,2,2,0,0,exploration
general_final_0571,10,9,13578,8,7,0.8,0.759685,1508.666667,5,4,3,3,0,0,5,4,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,combat
general_final_0573,349,224,520200,289,182,0.82808,0.85797,2322.321429,112,74,106,57,71,51,72,46,22,15,16,12,18,9,55,31,32,17,28,21,6,5,34,22,0,0,combat
general_final_0574,236,98,338926,178,71,0.754237,0.981188,3458.428571,62,30,65,25,51,16,33,22,7,4,21,3,7,3,31,9,24,11,22,11,3,0,23,4,0,0,combat
general_final_0576,131,70,96550,98,46,0.748092,0.785262,1379.285714,48,19,36,23,14,4,27,11,6,2,12,5,9,4,17,11,7,6,3,1,2,0,7,1,0,0,combat
general_final_0578,578,207,497961,467,154,0.807958,0.850366,2405.608696,138,43,210,85,119,26,60,14,35,14,35,13,34,9,105,43,57,24,42,10,39,6,36,8,0,0,combat
general_final_0581,124,74,207054,100,57,0.806452,0.820535,2798.027027,33,15,48,27,19,15,12,3,10,5,9,5,8,6,25,11,10,6,10,8,2,1,6,5,0,0,exploration
general_final_0584,619,546,1274971,483,428,0.780291,0.941901,2335.111722,211,191,209,182,63,55,132,118,29,29,42,36,81,77,62,43,53,50,20,18,15,13,19,17,0,0,combat
general_final_0585,12,12,48549,10,10,0.833333,0.9676,4045.75,0,0,8,8,2,2,0,0,0,0,0,0,0,0,4,4,4,4,1,1,0,0,1,1,0,0,exploration
general_final_0586,120,113,209721,101,96,0.841667,0.900563,1855.938053,38,35,39,37,24,24,12,11,9,8,17,16,9,9,21,19,8,8,8,8,4,4,10,10,0,0,combat
general_final_0587,539,477,394206,411,371,0.762523,0.853303,826.427673,100,91,220,198,91,82,38,30,30,30,30,29,66,59,90,78,59,56,29,26,22,22,33,27,1,1,exploration
general_final_0588,189,158,306360,147,121,0.777778,0.950447,1938.987342,59,51,51,43,37,27,41,37,6,5,8,5,15,14,23,16,10,10,8,6,15,11,12,8,0,0,combat
general_final_0589,30,22,19930,23,15,0.766667,0.892173,905.909091,4,3,14,8,5,4,2,2,0,0,1,0,4,1,3,1,6,5,0,0,3,2,2,2,0,0,exploration
general_final_0591,110,106,132828,77,73,0.7,0.892598,1253.09434,32,28,20,20,25,25,10,7,7,7,10,9,3,3,7,7,9,9,5,5,3,3,15,15,0,0,combat
general_final_0593,191,147,55667,151,121,0.790576,0.905941,378.687075,37,33,73,59,41,29,23,19,6,6,6,6,16,14,34,27,20,17,37,25,1,1,3,3,0,0,exploration
general_final_0595,508,347,205945,400,271,0.787402,0.878215,593.501441,141,102,177,122,82,47,85,58,20,14,33,27,22,16,80,50,71,53,47,29,9,3,26,15,0,0,combat
general_final_0596,28,28,117499,22,22,0.785714,0.89605,4196.392857,4,4,17,17,1,1,0,0,0,0,4,4,2,2,4,4,10,10,1,1,0,0,0,0,0,0,exploration
general_final_0597,167,154,245967,120,109,0.718563,0.727159,1597.188312,42,37,33,29,45,43,28,24,4,4,9,8,12,10,7,6,13,12,7,7,21,20,11,11,1,1,exploration
general_final_0600,124,109,1095992,105,93,0.846774,0.959563,10054.972477,26,23,48,42,31,28,15,12,4,4,7,7,15,15,20,16,8,7,20,19,5,5,5,3,0,0,strategic_reasoning
general_final_0602,222,210,213193,167,156,0.752252,0.871539,1015.204762,71,64,60,58,36,34,40,33,7,7,15,15,29,28,11,11,19,19,16,14,14,14,5,5,0,0,exploration
general_final_0603,66,40,40821,50,30,0.757576,0.865045,1020.525,24,18,16,9,10,3,16,12,2,2,2,1,5,4,6,3,4,2,5,2,1,0,3,0,0,0,combat
general_final_0606,82,73,247104,64,56,0.780488,0.780214,3384.986301,28,23,31,28,5,5,12,8,7,7,9,8,5,5,16,13,10,10,2,2,0,0,3,3,0,0,exploration
general_final_0607,154,124,272105,120,95,0.779221,0.935639,2194.395161,52,44,35,25,33,26,32,29,7,6,10,6,9,5,17,13,5,4,12,10,4,3,16,12,0,0,combat
general_final_0608,42,37,54168,31,28,0.738095,0.886907,1464.0,18,16,4,4,9,8,14,12,2,2,1,1,1,1,2,2,1,1,2,2,4,3,3,3,0,0,combat
general_final_0609,62,48,65979,47,37,0.758065,0.75718,1374.5625,6,5,30,22,11,10,3,2,0,0,3,3,0,0,18,12,12,10,10,9,0,0,1,1,0,0,exploration
general_final_0612,767,278,759500,587,211,0.765319,0.88581,2732.014388,153,55,326,120,108,36,109,44,21,6,21,5,57,20,190,69,70,29,74,25,7,1,26,9,0,0,exploration
general_final_0613,117,49,60557,88,28,0.752137,0.771009,1235.857143,38,7,29,13,21,8,24,2,2,1,11,4,9,6,13,5,7,2,7,1,5,2,7,3,0,0,exploration
general_final_0617,162,130,78348,140,111,0.864198,0.877687,602.676923,32,28,69,55,39,28,21,18,4,4,7,6,24,22,13,7,29,24,15,9,10,8,13,10,0,0,exploration
general_final_0619,157,125,263137,130,105,0.828025,0.962164,2105.096,52,44,64,53,14,8,34,28,7,6,8,7,17,16,27,21,18,14,7,2,3,2,2,2,0,0,combat
general_final_0620,126,83,165474,108,73,0.857143,0.964726,1993.662651,38,25,54,39,16,9,28,21,2,1,4,1,17,14,20,11,15,12,11,8,2,1,3,0,0,0,combat
general_final_0621,133,120,543854,110,98,0.827068,0.701497,4532.116667,37,34,52,44,21,20,21,18,4,4,9,9,15,12,16,13,18,16,8,8,5,5,5,4,0,0,combat
general_final_0623,237,69,104272,196,51,0.827004,0.795247,1511.188406,70,17,76,14,50,20,54,16,5,0,8,1,15,4,38,7,23,3,28,16,8,2,14,2,0,0,combat
general_final_0628,80,76,444108,66,64,0.825,0.923505,5843.526316,36,35,22,22,8,7,25,24,3,3,7,7,5,5,9,9,8,8,3,3,3,3,1,1,0,0,combat
general_final_0629,50,42,817748,41,35,0.82,0.880353,19470.190476,9,8,24,19,8,8,6,6,2,1,0,0,11,7,8,7,5,5,6,6,0,0,2,2,0,0,combat
general_final_0633,5,4,4073,3,2,0.6,0.90081,1018.25,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,strategic_reasoning
general_final_0635,170,137,498177,141,113,0.829412,0.847442,3636.328467,32,27,57,43,52,43,18,15,6,5,6,6,21,16,22,15,10,8,23,18,12,10,13,11,0,0,exploration
general_final_0637,412,356,1078846,321,278,0.779126,0.791756,3030.466292,136,116,148,132,37,30,113,98,8,7,12,10,54,48,58,50,32,30,16,16,6,6,14,8,0,0,exploration
general_final_0638,204,172,157293,151,124,0.740196,0.88056,914.494186,44,39,67,51,40,34,16,11,11,11,17,17,16,11,24,17,18,15,9,8,4,2,21,19,0,0,exploration
general_final_0639,123,107,133041,98,82,0.796748,0.779211,1243.373832,27,24,30,20,41,38,6,5,6,5,13,12,10,8,10,6,8,4,12,12,7,5,20,19,0,0,strategic_reasoning
general_final_0640,96,69,228190,76,55,0.791667,0.887957,3307.101449,32,24,31,22,13,9,23,16,1,1,4,3,10,7,10,7,8,6,3,3,4,2,5,3,0,0,combat
general_final_0641,107,101,366053,87,81,0.813084,0.940798,3624.287129,8,6,45,41,34,34,5,3,1,1,2,2,7,6,19,17,12,11,13,13,13,13,7,7,0,0,strategic_reasoning
general_final_0642,116,108,385164,95,89,0.818966,0.95046,3566.333333,22,19,31,30,42,40,13,10,3,3,5,5,7,7,15,14,8,8,5,5,13,12,20,19,0,0,strategic_reasoning
general_final_0643,40,35,87177,34,31,0.85,0.985053,2490.771429,19,17,9,8,6,6,13,12,1,0,1,1,2,2,4,3,1,1,0,0,2,2,4,4,0,0,combat
general_final_0645,65,61,305682,52,48,0.8,0.716748,5011.180328,19,17,13,12,20,19,11,11,2,1,4,3,6,6,2,1,5,5,8,8,2,2,8,7,0,0,combat
general_final_0647,28,20,26919,22,15,0.785714,0.979048,1345.95,9,7,8,5,5,3,6,5,2,1,1,1,2,2,3,2,2,1,2,1,2,2,1,0,0,0,combat
general_final_0649,199,175,237225,163,142,0.819095,0.940685,1355.571429,53,45,70,64,40,33,29,25,7,6,13,10,11,10,41,37,17,17,20,17,7,6,10,7,1,1,combat
general_final_0650,253,187,620837,219,168,0.865613,0.950789,3319.983957,66,48,123,96,30,24,40,27,13,10,10,9,32,25,59,45,29,24,7,2,9,9,12,11,0,0,combat
general_final_0651,39,28,93510,34,23,0.871795,0.885809,3339.642857,12,10,16,8,6,5,4,4,1,1,3,3,2,0,9,4,4,3,2,1,2,2,2,2,0,0,exploration
general_final_0653,126,83,331842,99,66,0.785714,0.726472,3998.096386,55,41,39,21,5,4,17,12,19,14,12,9,7,4,13,4,19,13,0,0,0,0,4,3,0,0,combat
general_final_0655,729,339,589724,568,269,0.77915,0.804919,1739.59882,212,96,175,84,181,89,123,56,28,14,59,26,29,17,87,41,57,25,98,70,6,1,74,17,0,0,combat
general_final_0658,381,331,843035,283,254,0.742782,0.939765,2546.933535,160,147,84,73,39,34,125,115,7,6,23,22,24,20,41,37,18,15,18,15,4,4,14,12,0,0,combat
general_final_0664,94,40,210425,77,32,0.819149,0.892441,5260.625,26,7,41,20,10,5,12,2,4,2,9,2,10,6,17,4,13,9,1,0,1,0,7,4,0,0,exploration
general_final_0665,208,162,344112,173,136,0.831731,0.907332,2124.148148,68,57,46,36,59,43,43,35,6,6,16,14,10,9,21,16,13,10,26,23,8,7,25,13,0,0,combat
general_final_0668,58,54,115676,48,44,0.827586,0.872981,2142.148148,2,2,27,24,19,18,1,1,0,0,1,1,18,16,4,3,5,5,4,4,7,6,6,6,0,0,exploration
general_final_0669,73,72,233527,60,60,0.821918,0.871976,3243.430556,26,26,23,23,11,11,10,10,6,6,4,4,5,5,7,7,9,9,1,1,4,4,5,5,0,0,combat
general_final_0671,1396,1019,761862,1118,798,0.80086,0.814293,747.656526,358,263,435,308,325,227,156,119,97,64,90,69,104,85,194,131,130,87,96,78,84,56,130,82,1,1,exploration
general_final_0674,198,149,563088,136,99,0.686869,0.792958,3779.114094,66,55,49,30,21,14,46,39,7,6,5,3,13,9,23,15,11,5,9,5,3,3,8,5,0,0,combat
general_final_0675,103,91,169377,77,68,0.747573,0.825903,1861.285714,40,36,27,24,10,8,25,24,6,5,4,3,14,12,8,7,2,2,3,2,1,1,5,4,0,0,combat
general_final_0676,30,24,47428,28,22,0.933333,0.996099,1976.166667,11,8,15,12,2,2,9,6,0,0,2,2,4,3,8,7,2,1,1,1,0,0,0,0,1,1,combat
general_final_0677,102,89,83010,85,77,0.833333,0.787785,932.696629,18,16,45,40,22,21,6,6,3,3,7,5,4,4,27,23,11,10,11,11,3,3,7,6,0,0,exploration
general_final_0678,160,119,89611,102,72,0.6375,0.761625,753.033613,42,31,39,27,21,14,13,12,16,10,9,6,11,9,13,6,8,5,12,10,0,0,8,4,0,0,combat
general_final_0679,358,301,796463,295,252,0.824022,0.987401,2646.056478,153,139,81,63,61,50,126,115,12,11,10,8,19,15,45,35,14,11,24,19,6,6,26,21,0,0,combat
general_final_0680,135,113,33525,110,92,0.814815,0.849605,296.681416,7,4,67,59,36,29,3,2,2,0,1,1,5,4,36,32,23,20,25,21,3,2,7,5,0,0,exploration
general_final_0682,302,246,504499,253,203,0.837748,0.948557,2050.808943,99,74,95,75,59,54,75,57,4,3,15,11,44,36,32,25,18,14,3,3,22,22,33,28,0,0,combat
general_final_0684,214,144,419610,175,117,0.817757,0.887198,2913.958333,80,47,56,41,39,29,52,23,12,9,15,14,19,14,23,16,11,8,11,9,3,3,23,15,0,0,combat
general_final_0688,223,195,554543,175,151,0.784753,0.83134,2843.810256,111,91,49,46,15,14,86,70,11,11,9,8,16,13,17,17,13,13,6,6,1,1,6,5,0,0,combat
general_final_0690,177,166,938358,142,133,0.80226,0.963488,5652.759036,59,53,58,55,25,25,48,44,4,4,6,5,31,30,12,10,14,14,5,5,7,7,13,13,0,0,combat
general_final_0691,20,17,18652,13,10,0.65,0.958181,1097.176471,8,6,2,2,3,2,8,6,0,0,0,0,0,0,0,0,2,2,1,1,0,0,2,1,0,0,combat
general_final_0692,194,115,720231,142,81,0.731959,0.974521,6262.878261,30,8,80,52,32,21,20,7,1,0,9,1,13,9,43,26,19,13,16,10,5,5,9,5,0,0,exploration
general_final_0693,217,182,506563,163,135,0.751152,0.823518,2783.313187,63,50,76,64,24,21,50,39,5,4,6,6,22,18,35,31,18,15,7,6,5,5,8,7,0,0,combat
general_final_0695,572,232,327215,480,188,0.839161,0.85618,1410.409483,105,35,256,114,119,39,32,10,42,15,29,9,28,8,143,57,79,45,55,29,19,4,42,6,0,0,exploration
general_final_0698,276,187,681487,220,145,0.797101,0.964388,3644.315508,99,70,76,53,45,22,41,26,11,6,38,30,13,10,31,19,27,19,29,14,1,1,14,6,0,0,combat
general_final_0700,79,67,758625,60,50,0.759494,0.957012,11322.761194,19,15,33,28,8,7,17,13,0,0,1,1,12,9,9,7,11,11,5,5,0,0,1,1,0,0,combat
strategic_final_0002,521,280,511118,397,209,0.761996,0.773923,1825.421429,91,31,141,76,165,102,67,19,4,2,20,10,16,8,79,45,43,22,127,83,15,11,20,8,0,0,exploration
strategic_final_0004,39,33,153395,32,27,0.820513,0.946758,4648.333333,10,6,18,18,4,3,6,2,1,1,3,3,7,7,6,6,5,5,1,1,0,0,1,1,0,0,exploration
strategic_final_0005,169,149,364171,134,116,0.792899,0.85461,2444.100671,16,16,52,44,66,56,3,3,4,4,9,9,15,13,19,17,14,12,24,19,15,12,23,21,1,1,exploration
strategic_final_0006,139,72,342964,115,54,0.827338,0.980496,4763.388889,44,21,51,22,20,11,31,15,2,1,7,2,7,3,30,11,10,6,11,4,1,1,7,5,0,0,combat
strategic_final_0007,83,74,312704,64,57,0.771084,0.741692,4225.72973,11,9,25,23,28,25,7,6,0,0,4,3,12,11,7,6,4,4,12,11,7,7,7,5,0,0,exploration
strategic_final_0008,204,132,65303,160,108,0.784314,0.905257,494.719697,84,49,47,36,29,23,52,29,12,6,18,12,20,17,13,12,13,7,12,10,7,6,10,7,0,0,exploration
strategic_final_0009,267,193,176697,205,144,0.76779,0.890864,915.528497,16,10,60,42,129,92,1,1,8,4,6,5,9,7,28,16,18,15,74,48,33,24,20,18,0,0,combat
strategic_final_0010,120,96,112683,91,74,0.758333,0.819973,1173.78125,36,31,39,29,16,14,19,16,4,3,8,8,15,12,13,8,8,7,8,7,3,2,4,4,0,0,exploration
strategic_final_0011,1286,237,232941,928,153,0.721617,0.785963,982.873418,329,48,299,30,300,75,116,10,62,8,148,30,35,3,119,7,140,15,138,55,68,9,81,10,2,1,strategic_reasoning
strategic_final_0014,298,200,120719,223,140,0.748322,0.789387,603.595,40,16,125,79,58,45,16,6,9,2,11,4,16,8,51,30,51,36,39,31,3,2,12,9,0,0,exploration
strategic_final_0015,211,119,164687,168,86,0.796209,0.844973,1383.92437,44,24,69,31,55,31,25,15,8,4,9,3,20,5,19,11,23,9,20,10,13,6,20,13,0,0,combat
strategic_final_0016,50,33,198019,39,23,0.78,0.897298,6000.575758,8,5,24,12,7,6,5,3,1,0,2,2,4,1,15,8,5,3,2,2,1,1,4,3,0,0,combat
strategic_final_0017,169,159,292048,144,136,0.852071,0.894784,1836.779874,51,49,39,36,54,51,21,20,9,8,16,16,18,18,6,4,15,14,21,20,12,12,19,17,0,0,strategic_reasoning
strategic_final_0018,6887,616,453969,4213,447,0.611732,0.824481,736.962662,1438,150,1358,120,1417,177,352,37,295,47,776,63,261,30,589,47,456,38,563,72,190,19,600,72,4,0,strategic_reasoning
strategic_final_0019,719,622,534560,514,436,0.714882,0.820432,859.421222,102,80,249,222,163,134,55,34,11,10,33,33,27,21,96,84,121,113,109,100,19,12,24,13,0,0,exploration
strategic_final_0021,716,439,1246870,534,326,0.74581,0.713195,2840.250569,61,34,236,126,237,166,36,17,12,7,12,9,42,28,134,69,53,26,61,34,47,37,126,92,1,1,strategic_reasoning
strategic_final_0023,271,121,64815,228,98,0.841328,0.93122,535.661157,79,32,85,44,64,22,43,21,14,6,21,5,13,7,48,24,24,13,37,15,8,1,17,6,0,0,exploration
strategic_final_0028,393,234,577767,321,190,0.816794,0.921629,2469.089744,139,99,110,55,72,36,81,65,14,9,34,18,26,16,59,28,23,11,27,12,18,13,26,10,0,0,combat
strategic_final_0029,733,511,352551,527,413,0.718963,0.820539,689.923679,126,91,221,190,180,132,62,36,24,19,39,35,52,44,106,89,59,54,67,48,56,33,44,41,1,1,exploration
strategic_final_0031,261,131,270498,179,84,0.685824,0.814128,2064.870229,15,6,84,40,80,38,1,0,3,1,9,4,16,10,34,13,30,14,55,29,18,6,5,2,0,0,exploration
strategic_final_0035,226,210,689971,153,145,0.676991,0.8374,3285.57619,33,31,78,73,42,41,24,22,1,1,8,8,11,10,49,47,14,12,27,27,5,5,9,8,0,0,combat
strategic_final_0042,123,63,37176,92,46,0.747967,0.850414,590.095238,9,4,53,21,30,21,5,2,1,0,3,2,4,1,32,13,16,6,18,14,5,4,6,2,0,0,exploration
strategic_final_0044,186,83,128316,133,56,0.715054,0.954994,1545.975904,14,3,12,3,107,50,6,0,1,0,7,3,2,1,8,2,1,0,73,41,10,5,23,4,0,0,strategic_reasoning
strategic_final_0046,1531,738,669240,1168,574,0.7629,0.879531,906.829268,468,231,337,166,363,177,229,107,67,33,170,90,77,29,138,65,116,69,238,138,22,4,97,33,0,0,combat
strategic_final_0050,1800,1324,832109,1446,1111,0.803333,0.885975,628.481118,429,332,488,371,529,408,183,128,66,58,171,140,82,62,272,206,123,93,242,183,62,51,189,148,2,0,combat
strategic_final_0051,508,403,824694,376,293,0.740157,0.802424,2046.387097,99,72,162,130,115,91,52,36,28,22,19,14,29,27,75,56,56,46,97,78,7,7,9,5,0,0,exploration
strategic_final_0053,1361,456,299865,1014,342,0.74504,0.74888,657.598684,277,61,492,187,245,94,119,26,76,10,72,21,58,6,286,128,125,39,121,67,54,8,63,15,0,0,exploration
strategic_final_0055,242,219,107534,166,146,0.68595,0.746834,491.022831,31,29,78,72,57,45,7,6,9,9,15,14,27,25,17,16,31,29,26,21,7,6,22,16,0,0,exploration
strategic_final_0057,103,71,316490,68,48,0.660194,0.898932,4457.605634,10,4,15,9,43,35,5,0,3,2,2,2,3,3,6,3,4,2,32,27,2,2,6,3,0,0,strategic_reasoning
strategic_final_0058,171,158,219121,142,132,0.830409,0.851676,1386.841772,24,22,41,38,77,72,0,0,7,7,17,15,2,2,24,23,14,12,54,51,1,1,22,20,0,0,combat
strategic_final_0060,156,115,144100,135,99,0.865385,0.940167,1253.043478,22,11,74,62,39,26,10,3,5,3,5,4,9,5,44,38,17,16,17,14,6,4,16,8,0,0,exploration
strategic_final_0065,902,695,94056,653,496,0.723947,0.735392,135.332374,178,142,294,210,181,144,48,25,46,41,80,73,25,12,133,93,128,99,69,59,32,27,72,50,0,0,strategic_reasoning
strategic_final_0066,473,205,186977,293,121,0.61945,0.802232,912.082927,32,8,71,15,190,98,7,1,8,0,16,7,2,0,28,7,39,7,181,95,3,2,5,1,0,0,strategic_reasoning
strategic_final_0068,1324,579,299694,1016,411,0.767372,0.822879,517.606218,342,122,409,155,265,134,190,71,63,12,80,34,92,17,230,102,80,31,187,118,17,3,55,8,1,0,combat
strategic_final_0069,55,53,51847,50,48,0.909091,0.917199,978.245283,0,0,2,2,48,46,0,0,0,0,0,0,0,0,2,2,0,0,40,38,2,2,5,5,0,0,strategic_reasoning
strategic_final_0071,1647,678,862577,1239,505,0.752277,0.939175,1272.237463,311,111,468,177,460,217,134,37,41,18,129,53,51,25,242,79,167,72,301,148,39,18,108,44,4,3,exploration
strategic_final_0073,1022,334,206598,813,269,0.795499,0.902947,618.556886,268,79,297,99,248,91,145,42,48,13,67,20,91,42,134,32,68,23,81,34,45,27,99,27,15,0,exploration
strategic_final_0074,422,213,209632,348,177,0.824645,0.794845,984.187793,60,22,156,90,132,65,32,11,13,5,15,6,14,8,82,42,57,38,70,45,11,3,49,17,0,0,exploration
strategic_final_0077,1543,637,325655,1293,526,0.837978,0.755978,511.232339,346,136,547,218,400,172,159,73,72,22,103,38,130,51,243,90,165,72,112,46,100,45,180,78,0,0,combat
strategic_final_0078,624,390,96411,451,265,0.722756,0.776996,247.207692,187,118,161,86,103,61,112,66,10,5,58,41,21,13,68,31,69,40,72,40,11,7,14,10,1,1,exploration
strategic_final_0079,1554,755,1092331,1229,583,0.790862,0.832087,1446.796026,492,292,458,202,279,89,283,195,62,31,121,46,135,87,173,61,137,45,85,24,59,26,125,35,0,0,combat
strategic_final_0080,363,228,2225289,319,198,0.878788,0.922992,9760.039474,126,78,89,59,104,61,77,50,13,6,33,21,30,22,33,21,24,16,30,13,12,12,59,34,0,0,exploration
strategic_final_0083,94,84,104336,73,65,0.776596,0.909245,1242.095238,10,8,36,30,27,27,5,4,1,1,4,3,12,11,10,8,12,11,13,13,7,7,6,6,0,0,exploration
strategic_final_0090,745,372,524422,608,294,0.816107,0.815294,1409.736559,190,76,256,139,162,79,88,27,36,22,62,25,60,36,137,74,53,25,61,28,35,24,59,22,0,0,exploration
strategic_final_0091,64,46,64341,48,34,0.75,0.836014,1398.717391,9,5,5,1,34,28,5,1,0,0,4,4,0,0,3,1,2,0,19,14,4,4,11,10,0,0,strategic_reasoning
strategic_final_0092,148,138,755817,116,108,0.783784,0.822268,5476.934783,45,40,51,49,20,19,27,22,11,11,4,4,20,19,12,11,16,16,6,5,3,3,10,10,0,0,combat
strategic_final_0098,114,110,419194,87,84,0.763158,0.8749,3810.854545,14,14,16,15,57,55,4,4,0,0,9,9,4,4,5,5,7,6,28,26,15,15,11,11,0,0,strategic_reasoning
strategic_final_0101,87,73,155047,65,56,0.747126,0.797816,2123.931507,20,17,23,20,22,19,8,8,6,5,5,3,7,7,4,3,8,7,3,2,11,10,6,5,0,0,strategic_reasoning
strategic_final_0104,208,143,106742,172,120,0.826923,0.839679,746.447552,16,16,83,52,73,52,1,1,6,6,9,9,10,9,46,25,25,16,44,29,15,11,12,10,0,0,strategic_reasoning
strategic_final_0105,1163,969,1228009,878,735,0.754944,0.719425,1267.29515,339,289,281,230,258,216,184,145,56,53,91,84,56,45,137,114,83,67,123,107,17,14,107,85,0,0,combat
strategic_final_0106,287,130,265273,229,107,0.797909,0.926027,2040.561538,130,65,64,28,35,14,97,47,13,6,14,10,19,6,24,12,20,10,11,6,2,0,20,6,0,0,combat
strategic_final_0107,859,452,538994,687,341,0.799767,0.730032,1192.464602,300,157,225,114,162,70,158,90,52,24,83,40,48,25,109,52,66,37,70,44,15,3,67,20,4,0,combat
strategic_final_0108,870,236,503932,650,168,0.747126,0.834761,2135.305085,193,53,309,73,148,42,115,33,30,6,46,14,35,10,179,40,88,21,83,22,15,6,41,14,7,0,exploration
strategic_final_0109,261,243,113181,195,182,0.747126,0.838754,465.765432,44,38,109,103,42,41,34,30,4,4,4,4,22,19,64,63,22,21,24,23,11,11,4,4,0,0,exploration
strategic_final_0111,737,684,745642,502,459,0.68114,0.772693,1090.119883,141,118,278,262,83,79,87,68,14,13,30,27,31,26,146,140,79,75,57,56,6,5,17,15,0,0,combat
