final_player_id,total_library_games,total_played_games,total_playtime_minutes,categorized_games,categorized_played_games,category_game_coverage,category_playtime_coverage,avg_playtime_per_played_game_minutes,games_combat,played_games_combat,games_exploration,played_games_exploration,games_strategic_reasoning,played_games_strategic_reasoning,games_shooter,played_games_shooter,games_melee,played_games_melee,games_action_other,played_games_action_other,games_open_world,played_games_open_world,games_narrative_exploration,played_games_narrative_exploration,games_investigation,played_games_investigation,games_logic_puzzle,played_games_logic_puzzle,games_planning_management,played_games_planning_management,games_strategy_decision,played_games_strategy_decision,games_observation_deduction,played_games_observation_deduction,game_share_combat,game_share_exploration,game_share_strategic_reasoning,played_game_share_combat,played_game_share_exploration,played_game_share_strategic_reasoning,has_recent_activity,recent_total_playtime_minutes,recent_active_games,recent_categorized_playtime_minutes,recent_categorized_active_games,recent_category_playtime_coverage,recent_active_games_combat,recent_active_games_exploration,recent_active_games_strategic_reasoning,recent_active_game_share_combat,recent_active_game_share_exploration,recent_active_game_share_strategic_reasoning,macro_target
general_final_0098,147,102,48016,113,80,0.768707,0.856902,470.745098,48,38,48,31,17,11,28,24,4,2,14,11,13,8,20,11,9,7,3,1,3,3,11,7,0,0,0.4247787610619469,0.4247787610619469,0.1504424778761062,0.475,0.3875,0.1375,1,443.0,4,396.0,2,0.8939051918735892,0,2,0,0.0,1.0,0.0,combat
general_final_0103,285,199,139340,220,149,0.77193,0.888029,700.201005,65,36,94,70,61,43,44,22,7,4,11,7,16,11,45,31,28,23,29,20,13,10,15,10,0,0,0.2954545454545454,0.4272727272727272,0.2772727272727273,0.2416107382550335,0.4697986577181208,0.2885906040268456,1,4194.0,23,2291.0,19,0.5462565569861707,8,7,4,0.4210526315789473,0.3684210526315789,0.2105263157894736,exploration
general_final_0106,51,11,4881,40,7,0.784314,0.90002,443.727273,10,4,23,3,7,0,7,4,2,0,1,0,6,1,13,2,4,0,2,0,1,0,4,0,0,0,0.25,0.575,0.175,0.5714285714285714,0.4285714285714285,0.0,1,250.0,6,168.0,4,0.672,3,1,0,0.75,0.25,0.0,exploration
general_final_0109,44,42,25872,26,24,0.590909,0.878053,616.0,14,13,9,8,3,3,11,10,0,0,0,0,2,2,4,3,3,3,0,0,3,3,0,0,0,0,0.5384615384615384,0.3461538461538461,0.1153846153846153,0.5416666666666666,0.3333333333333333,0.125,1,1403.0,8,1101.0,4,0.7847469707769066,4,0,0,1.0,0.0,0.0,exploration
general_final_0110,1210,769,405201,1039,664,0.858678,0.854435,526.919376,356,251,444,278,239,135,151,107,78,55,121,85,87,56,209,132,143,87,111,75,37,17,87,41,0,0,0.3426371511068335,0.4273339749759384,0.2300288739172281,0.378012048192771,0.4186746987951807,0.2033132530120482,1,102.0,2,43.0,1,0.4215686274509804,1,0,0,1.0,0.0,0.0,exploration
general_final_0114,49,22,72485,38,18,0.77551,0.947713,3294.772727,17,8,19,10,2,0,14,7,0,0,2,1,4,3,13,5,2,2,1,0,1,0,0,0,0,0,0.4473684210526316,0.5,0.0526315789473684,0.4444444444444444,0.5555555555555556,0.0,1,1334.0,4,1334.0,4,1.0,4,0,0,1.0,0.0,0.0,exploration
general_final_0115,206,170,223903,153,123,0.742718,0.960773,1317.076471,70,60,56,42,27,21,46,40,7,7,13,10,13,12,25,17,16,12,13,9,4,3,7,6,0,0,0.457516339869281,0.3660130718954248,0.1764705882352941,0.4878048780487805,0.3414634146341463,0.1707317073170731,1,6080.0,17,5562.0,13,0.9148026315789474,9,2,2,0.6923076923076923,0.1538461538461538,0.1538461538461538,combat
general_final_0116,52,41,56488,45,34,0.865385,0.934375,1377.756098,30,28,10,5,5,1,21,21,4,4,2,1,4,3,5,1,1,1,0,0,0,0,4,0,0,0,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.8235294117647058,0.1470588235294117,0.0294117647058823,1,376.0,11,376.0,11,1.0,10,1,0,0.9090909090909092,0.0909090909090909,0.0,combat
general_final_0117,48,44,90000,41,37,0.854167,0.797,2045.454545,14,12,18,16,9,9,9,8,2,2,3,2,9,8,4,3,5,5,2,2,2,2,3,3,0,0,0.3414634146341463,0.4390243902439024,0.2195121951219512,0.3243243243243243,0.4324324324324324,0.2432432432432432,1,594.0,4,123.0,2,0.207070707070707,0,2,0,0.0,1.0,0.0,exploration
general_final_0118,237,212,310689,184,167,0.776371,0.736904,1465.514151,82,75,82,76,20,16,52,46,10,10,10,9,34,32,14,10,23,23,6,4,6,6,5,4,0,0,0.4456521739130434,0.4456521739130434,0.108695652173913,0.4491017964071856,0.4550898203592814,0.0958083832335329,1,4851.0,23,2891.0,14,0.5959595959595959,12,2,0,0.8571428571428571,0.1428571428571428,0.0,exploration
general_final_0120,29,26,48865,27,25,0.931034,0.996521,1879.423077,13,13,13,11,1,1,10,10,1,1,1,1,6,5,5,5,1,1,1,1,0,0,0,0,0,0,0.4814814814814814,0.4814814814814814,0.037037037037037,0.52,0.44,0.04,1,456.0,2,456.0,2,1.0,1,1,0,0.5,0.5,0.0,combat
general_final_0122,44,38,56512,36,32,0.818182,0.869072,1487.157895,13,10,21,20,2,2,8,6,1,1,3,3,7,7,7,6,3,3,2,2,0,0,0,0,0,0,0.3611111111111111,0.5833333333333334,0.0555555555555555,0.3125,0.625,0.0625,1,559.0,4,559.0,4,1.0,0,4,0,0.0,1.0,0.0,exploration
general_final_0123,114,105,143678,83,75,0.72807,0.875374,1368.361905,49,43,26,25,8,7,41,35,2,2,5,5,8,8,12,12,6,5,2,2,2,2,4,3,0,0,0.5903614457831325,0.3132530120481928,0.0963855421686747,0.5733333333333334,0.3333333333333333,0.0933333333333333,1,1827.0,11,1737.0,9,0.9507389162561576,6,3,0,0.6666666666666666,0.3333333333333333,0.0,combat
general_final_0124,94,77,47883,72,55,0.765957,0.756156,621.857143,48,35,17,15,7,5,35,29,1,0,8,2,10,9,5,4,2,2,2,1,2,1,2,2,0,0,0.6666666666666666,0.2361111111111111,0.0972222222222222,0.6363636363636364,0.2727272727272727,0.0909090909090909,1,2240.0,4,79.0,2,0.0352678571428571,2,0,0,1.0,0.0,0.0,combat
general_final_0125,48,40,49138,36,29,0.75,0.891652,1228.45,20,16,9,9,7,4,13,10,1,1,4,4,5,5,2,2,1,1,0,0,1,1,5,2,0,0,0.5555555555555556,0.25,0.1944444444444444,0.5517241379310345,0.3103448275862069,0.1379310344827586,1,2356.0,3,2023.0,2,0.8586587436332768,2,0,0,1.0,0.0,0.0,combat
general_final_0126,253,54,43630,218,48,0.86166,0.949072,807.962963,97,31,100,17,21,0,62,19,11,3,19,7,25,6,55,8,19,3,8,0,1,0,12,0,0,0,0.4449541284403669,0.4587155963302752,0.0963302752293578,0.6458333333333334,0.3541666666666667,0.0,1,1823.0,6,1821.0,5,0.9989029072956664,2,3,0,0.4,0.6,0.0,exploration
general_final_0127,335,264,650551,272,216,0.81194,0.919673,2464.208333,97,69,114,89,61,58,51,28,23,21,19,16,23,18,57,44,29,22,25,24,8,8,25,23,0,0,0.3566176470588235,0.4191176470588235,0.2242647058823529,0.3194444444444444,0.412037037037037,0.2685185185185185,1,6415.0,13,6380.0,12,0.9945440374123148,3,7,2,0.25,0.5833333333333334,0.1666666666666666,combat
general_final_0128,99,85,76971,74,65,0.747475,0.768458,905.541176,40,35,24,22,10,8,22,21,6,5,7,5,9,8,2,2,11,10,3,2,3,3,1,0,0,0,0.5405405405405406,0.3243243243243243,0.1351351351351351,0.5384615384615384,0.3384615384615385,0.123076923076923,1,2664.0,18,2450.0,14,0.9196696696696696,5,6,3,0.3571428571428571,0.4285714285714285,0.2142857142857142,combat
general_final_0129,182,117,738195,146,99,0.802198,0.840699,6309.358974,97,74,42,24,7,1,75,60,8,7,9,4,13,6,12,9,16,8,0,0,1,0,6,1,0,0,0.6643835616438356,0.2876712328767123,0.047945205479452,0.7474747474747475,0.2424242424242424,0.0101010101010101,1,1189.0,9,1189.0,9,1.0,6,3,0,0.6666666666666666,0.3333333333333333,0.0,combat
general_final_0130,168,122,301725,134,96,0.797619,0.950906,2473.155738,64,53,46,33,24,10,43,33,11,10,5,5,9,9,21,11,14,11,10,3,4,3,10,4,0,0,0.4776119402985074,0.3432835820895522,0.1791044776119403,0.5520833333333334,0.34375,0.1041666666666666,1,3659.0,5,3659.0,5,1.0,3,1,1,0.6,0.2,0.2,combat
general_final_0133,18,17,63023,13,12,0.722222,0.88025,3707.235294,8,7,2,2,3,3,8,7,0,0,0,0,0,0,2,2,0,0,2,2,0,0,1,1,0,0,0.6153846153846154,0.1538461538461538,0.2307692307692307,0.5833333333333334,0.1666666666666666,0.25,1,4878.0,12,2408.0,10,0.4936449364493644,6,2,2,0.6,0.2,0.2,combat
general_final_0134,75,55,141854,63,46,0.84,0.956878,2579.163636,19,13,29,22,15,11,6,2,6,5,7,6,9,6,12,9,7,7,3,2,5,4,7,5,0,0,0.3015873015873015,0.4603174603174603,0.238095238095238,0.2826086956521739,0.4782608695652174,0.2391304347826087,1,2725.0,12,433.0,9,0.1588990825688073,2,5,2,0.2222222222222222,0.5555555555555556,0.2222222222222222,combat
general_final_0136,127,33,456969,105,25,0.826772,0.980123,13847.545455,43,20,38,3,24,2,24,19,2,0,14,0,4,0,21,1,11,1,10,1,3,0,11,1,0,0,0.4095238095238095,0.3619047619047619,0.2285714285714285,0.8,0.12,0.08,1,3918.0,8,3869.0,6,0.987493619193466,4,0,2,0.6666666666666666,0.0,0.3333333333333333,combat
general_final_0137,58,50,102680,44,37,0.758621,0.933473,2053.6,24,22,14,11,6,4,11,11,5,4,3,2,12,9,0,0,2,2,1,1,1,1,2,0,0,0,0.5454545454545454,0.3181818181818182,0.1363636363636363,0.5945945945945946,0.2972972972972973,0.1081081081081081,1,635.0,2,0.0,0,0.0,0,0,0,0.0,0.0,0.0,combat
general_final_0138,51,43,913791,37,30,0.72549,0.919221,21250.953488,22,17,13,12,2,1,13,11,0,0,6,4,5,5,8,7,0,0,0,0,2,1,0,0,0,0,0.5945945945945946,0.3513513513513513,0.054054054054054,0.5666666666666667,0.4,0.0333333333333333,1,5602.0,5,5250.0,4,0.9371652981078188,3,1,0,0.75,0.25,0.0,combat
general_final_0141,68,46,230194,51,38,0.75,0.995686,5004.217391,22,15,15,12,14,11,20,14,0,0,2,1,6,6,7,5,1,1,8,6,3,3,3,2,0,0,0.4313725490196078,0.2941176470588235,0.2745098039215686,0.3947368421052631,0.3157894736842105,0.2894736842105263,1,1462.0,1,1462.0,1,1.0,1,0,0,1.0,0.0,0.0,combat
general_final_0142,236,173,369273,200,146,0.847458,0.828896,2134.526012,87,72,88,54,25,20,47,37,11,8,23,22,11,7,57,35,16,9,12,11,2,1,11,8,0,0,0.435,0.44,0.125,0.4931506849315068,0.3698630136986301,0.136986301369863,1,3792.0,12,2314.0,6,0.6102320675105485,3,3,0,0.5,0.5,0.0,combat
general_final_0143,39,22,14744,31,14,0.794872,0.903757,670.181818,20,4,5,5,6,5,19,3,0,0,1,1,1,1,2,2,2,2,5,4,1,1,0,0,0,0,0.6451612903225806,0.1612903225806451,0.1935483870967742,0.2857142857142857,0.3571428571428571,0.3571428571428571,1,3850.0,9,3797.0,6,0.9862337662337662,3,3,0,0.5,0.5,0.0,combat
general_final_0144,203,86,42048,171,72,0.842365,0.878995,488.930233,72,32,71,31,28,9,54,30,3,1,10,1,21,14,31,11,18,6,12,3,4,3,11,2,0,0,0.4210526315789473,0.4152046783625731,0.1637426900584795,0.4444444444444444,0.4305555555555556,0.125,1,820.0,3,820.0,3,1.0,2,1,0,0.6666666666666666,0.3333333333333333,0.0,exploration
general_final_0145,760,124,117979,616,106,0.810526,0.917155,951.443548,231,42,225,35,160,29,107,17,51,11,70,14,37,11,137,20,48,4,80,13,24,4,46,10,8,2,0.375,0.3652597402597403,0.2597402597402597,0.3962264150943396,0.330188679245283,0.2735849056603773,1,472.0,4,340.0,2,0.7203389830508474,1,0,1,0.5,0.0,0.5,combat
general_final_0146,14,8,8753,9,5,0.642857,0.811265,1094.125,4,3,3,0,2,2,3,3,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.6,0.0,0.4,1,629.0,2,320.0,1,0.5087440381558028,0,0,1,0.0,0.0,1.0,combat
general_final_0149,161,139,210302,131,115,0.813665,0.933044,1512.964029,67,57,58,52,6,6,56,49,1,1,6,5,29,27,20,16,8,8,0,0,4,4,2,2,0,0,0.5114503816793893,0.4427480916030534,0.0458015267175572,0.4956521739130435,0.4521739130434782,0.0521739130434782,1,1525.0,3,1525.0,3,1.0,2,1,0,0.6666666666666666,0.3333333333333333,0.0,combat
general_final_0150,16,15,18776,16,15,1.0,1.0,1251.733333,11,10,2,2,3,3,2,2,5,4,2,2,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0.6875,0.125,0.1875,0.6666666666666666,0.1333333333333333,0.2,1,1058.0,1,1058.0,1,1.0,1,0,0,1.0,0.0,0.0,combat
general_final_0153,48,35,11003,29,18,0.604167,0.739344,314.371429,16,13,9,4,4,1,13,12,1,0,1,0,1,0,3,1,2,0,1,0,0,0,3,1,0,0,0.5517241379310345,0.3103448275862069,0.1379310344827586,0.7222222222222222,0.2222222222222222,0.0555555555555555,1,4371.0,6,4335.0,4,0.991763898421414,2,1,1,0.5,0.25,0.25,exploration
general_final_0154,85,53,94152,69,42,0.811765,0.700888,1776.45283,29,18,26,15,14,9,14,8,5,3,8,6,6,6,12,4,7,5,5,3,3,2,6,4,0,0,0.4202898550724637,0.3768115942028985,0.2028985507246377,0.4285714285714285,0.3571428571428571,0.2142857142857142,1,2579.0,12,721.0,8,0.2795657231485072,3,4,1,0.375,0.5,0.125,combat
general_final_0157,32,23,5114,24,15,0.75,0.949746,222.347826,10,10,10,5,4,0,9,9,1,1,0,0,1,1,5,2,4,2,2,0,0,0,2,0,0,0,0.4166666666666667,0.4166666666666667,0.1666666666666666,0.6666666666666666,0.3333333333333333,0.0,1,470.0,4,470.0,4,1.0,1,3,0,0.25,0.75,0.0,combat
general_final_0158,43,35,208125,37,32,0.860465,0.997881,5946.428571,26,23,7,6,4,3,18,16,3,3,2,1,4,4,2,2,0,0,1,1,0,0,2,1,0,0,0.7027027027027027,0.1891891891891892,0.1081081081081081,0.71875,0.1875,0.09375,1,4235.0,2,4235.0,2,1.0,2,0,0,1.0,0.0,0.0,combat
general_final_0159,46,44,101182,34,33,0.73913,0.9154,2299.590909,21,21,8,7,5,5,8,8,5,5,3,3,5,4,2,2,1,1,1,1,2,2,1,1,0,0,0.6176470588235294,0.2352941176470588,0.1470588235294117,0.6363636363636364,0.2121212121212121,0.1515151515151515,1,944.0,5,146.0,2,0.1546610169491525,1,0,1,0.5,0.0,0.5,combat
general_final_0160,9,8,7537,5,4,0.555556,0.959666,942.125,1,1,2,1,2,2,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0.2,0.4,0.4,0.25,0.25,0.5,1,4616.0,8,4312.0,4,0.9341421143847488,1,1,2,0.25,0.25,0.5,combat
general_final_0161,170,149,226953,131,116,0.770588,0.886822,1523.174497,65,62,48,37,18,17,32,31,10,9,16,15,25,20,13,7,5,5,2,1,5,5,7,7,0,0,0.4961832061068702,0.366412213740458,0.1374045801526717,0.5344827586206896,0.3189655172413793,0.146551724137931,1,1947.0,7,774.0,4,0.3975346687211094,3,0,1,0.75,0.0,0.25,combat
general_final_0164,38,11,6193,30,7,0.789474,0.725012,563.0,14,5,7,1,9,1,9,5,1,0,4,0,1,0,6,1,0,0,2,0,2,1,5,0,0,0,0.4666666666666667,0.2333333333333333,0.3,0.7142857142857143,0.1428571428571428,0.1428571428571428,1,1532.0,3,1532.0,3,1.0,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,strategic_reasoning
general_final_0165,154,119,373134,124,96,0.805195,0.889059,3135.579832,62,55,44,29,18,12,39,36,7,6,10,7,11,8,21,12,12,9,1,0,2,1,14,10,0,0,0.5,0.3548387096774194,0.1451612903225806,0.5729166666666666,0.3020833333333333,0.125,1,1984.0,11,1837.0,10,0.925907258064516,8,1,1,0.8,0.1,0.1,strategic_reasoning
general_final_0166,4,4,32842,3,3,0.75,0.979752,8210.5,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,strategic_reasoning
general_final_0167,755,565,1322799,559,447,0.740397,0.866639,2341.237168,273,215,187,144,99,88,195,165,31,24,41,23,67,54,78,63,31,22,12,12,23,22,61,52,0,0,0.4883720930232558,0.334525939177102,0.1771019677996422,0.4809843400447427,0.3221476510067114,0.1968680089485458,1,3047.0,7,1397.0,3,0.4584837545126354,3,0,0,1.0,0.0,0.0,combat
general_final_0170,43,41,69111,31,30,0.72093,0.743109,1685.634146,17,16,7,7,7,7,9,9,2,2,1,1,3,3,0,0,3,3,2,2,1,1,3,3,0,0,0.5483870967741935,0.2258064516129032,0.2258064516129032,0.5333333333333333,0.2333333333333333,0.2333333333333333,1,600.0,4,600.0,4,1.0,0,3,1,0.0,0.75,0.25,combat
general_final_0171,3,3,1498,3,3,1.0,1.0,499.333333,0,0,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1,550.0,2,550.0,2,1.0,0,2,0,0.0,1.0,0.0,exploration
general_final_0172,16,14,14576,13,11,0.8125,0.919937,1041.142857,5,4,8,7,0,0,4,4,0,0,1,0,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0.3846153846153846,0.6153846153846154,0.0,0.3636363636363636,0.6363636363636364,0.0,1,13.0,1,0.0,0,0.0,0,0,0,0.0,0.0,0.0,exploration
general_final_0173,39,35,75890,26,22,0.666667,0.94131,2168.285714,11,9,13,11,2,2,10,8,1,1,0,0,1,0,4,4,8,7,0,0,1,1,1,1,0,0,0.4230769230769231,0.5,0.0769230769230769,0.4090909090909091,0.5,0.0909090909090909,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,combat
general_final_0175,35,22,62439,22,12,0.628571,0.955861,2838.136364,9,4,7,5,6,3,6,3,0,0,3,1,3,2,2,2,2,1,3,2,1,1,2,0,0,0,0.4090909090909091,0.3181818181818182,0.2727272727272727,0.3333333333333333,0.4166666666666667,0.25,1,3373.0,7,2884.0,4,0.8550252001185888,1,1,2,0.25,0.25,0.5,combat
general_final_0176,80,68,595855,69,60,0.8625,0.966297,8762.573529,38,35,26,22,5,3,25,24,3,3,9,7,14,11,3,2,9,9,2,0,3,3,0,0,0,0,0.5507246376811594,0.3768115942028985,0.072463768115942,0.5833333333333334,0.3666666666666666,0.05,1,161.0,3,161.0,3,1.0,3,0,0,1.0,0.0,0.0,combat
general_final_0177,233,174,402748,187,135,0.802575,0.83475,2314.643678,78,59,58,41,51,35,50,39,10,8,12,8,24,16,20,15,13,9,11,5,16,14,20,12,0,0,0.4171122994652406,0.3101604278074866,0.2727272727272727,0.437037037037037,0.3037037037037037,0.2592592592592592,1,3236.0,3,3236.0,3,1.0,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,combat
general_final_0179,587,567,2133196,475,457,0.809199,0.889491,3762.250441,169,157,228,224,78,76,104,102,26,24,34,26,61,61,102,99,59,59,43,43,14,14,19,17,0,0,0.3557894736842105,0.48,0.1642105263157894,0.3435448577680525,0.4901531728665207,0.1663019693654266,1,1129.0,2,1129.0,2,1.0,1,1,0,0.5,0.5,0.0,combat
general_final_0182,64,52,116785,52,41,0.8125,0.88639,2245.865385,23,18,17,13,12,10,15,15,3,1,3,1,10,7,4,4,2,2,5,4,1,1,5,4,0,0,0.4423076923076923,0.3269230769230769,0.2307692307692307,0.4390243902439024,0.3170731707317073,0.2439024390243902,1,2322.0,7,2320.0,6,0.9991386735572784,4,2,0,0.6666666666666666,0.3333333333333333,0.0,combat
general_final_0183,108,62,114210,83,45,0.768519,0.904737,1842.096774,30,19,35,15,18,11,18,14,2,0,7,2,7,4,17,7,11,4,6,1,4,4,6,4,0,0,0.3614457831325301,0.4216867469879518,0.216867469879518,0.4222222222222222,0.3333333333333333,0.2444444444444444,1,223.0,1,0.0,0,0.0,0,0,0,0.0,0.0,0.0,combat
general_final_0185,45,27,96987,39,21,0.866667,0.873581,3592.111111,15,9,17,11,7,1,9,7,1,1,4,1,7,5,9,5,0,0,4,0,1,1,2,0,0,0,0.3846153846153846,0.4358974358974359,0.1794871794871795,0.4285714285714285,0.5238095238095238,0.0476190476190476,1,378.0,3,350.0,2,0.925925925925926,1,1,0,0.5,0.5,0.0,combat
general_final_0187,62,53,85574,49,41,0.790323,0.959836,1614.603774,22,18,19,15,8,8,13,11,1,1,6,4,9,8,4,2,6,5,2,2,3,3,3,3,0,0,0.4489795918367347,0.3877551020408163,0.1632653061224489,0.4390243902439024,0.3658536585365853,0.1951219512195122,1,151.0,2,46.0,1,0.304635761589404,0,0,1,0.0,0.0,1.0,exploration
general_final_0188,48,39,190821,35,27,0.729167,0.945263,4892.846154,16,15,8,7,11,5,13,12,2,2,0,0,3,3,3,3,0,0,4,3,0,0,6,2,0,0,0.4571428571428571,0.2285714285714285,0.3142857142857143,0.5555555555555556,0.2592592592592592,0.1851851851851851,1,1304.0,4,350.0,3,0.2684049079754601,2,1,0,0.6666666666666666,0.3333333333333333,0.0,combat
general_final_0189,83,62,411637,66,48,0.795181,0.960839,6639.306452,40,29,19,16,7,3,36,26,0,0,2,1,10,9,4,3,4,3,0,0,0,0,6,2,0,0,0.6060606060606061,0.2878787878787879,0.106060606060606,0.6041666666666666,0.3333333333333333,0.0625,1,5147.0,4,5147.0,4,1.0,1,2,1,0.25,0.5,0.25,combat
general_final_0191,126,92,258645,98,71,0.777778,0.945075,2811.358696,41,27,38,27,19,17,31,22,0,0,6,3,17,11,13,9,8,7,3,3,10,9,5,4,0,0,0.4183673469387755,0.3877551020408163,0.1938775510204081,0.380281690140845,0.380281690140845,0.2394366197183098,1,757.0,8,560.0,7,0.7397622192866579,4,3,0,0.5714285714285714,0.4285714285714285,0.0,combat
general_final_0194,9,9,5860,7,7,0.777778,0.925768,651.111111,4,4,2,2,1,1,4,4,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0.5714285714285714,0.2857142857142857,0.1428571428571428,0.5714285714285714,0.2857142857142857,0.1428571428571428,1,2288.0,2,2288.0,2,1.0,2,0,0,1.0,0.0,0.0,combat
general_final_0199,135,112,89874,96,80,0.711111,0.901885,802.446429,44,37,28,26,24,17,33,27,1,1,6,5,5,5,10,9,12,11,9,8,4,4,10,4,0,0,0.4583333333333333,0.2916666666666667,0.25,0.4625,0.325,0.2125,1,1194.0,5,1180.0,3,0.9882747068676716,2,0,1,0.6666666666666666,0.0,0.3333333333333333,combat
general_final_0200,723,489,718137,581,387,0.803596,0.910525,1468.582822,190,134,251,176,140,77,110,79,27,18,49,35,86,68,95,58,63,46,39,23,25,17,72,33,0,0,0.3270223752151463,0.4320137693631669,0.2409638554216867,0.3462532299741602,0.4547803617571059,0.1989664082687338,1,1446.0,4,1325.0,3,0.9163208852005532,2,1,0,0.6666666666666666,0.3333333333333333,0.0,exploration
general_final_0201,479,402,451430,381,323,0.795407,0.853811,1122.960199,75,62,155,133,151,128,11,6,18,12,46,44,26,21,89,78,31,25,70,57,15,13,48,43,0,0,0.1968503937007874,0.4068241469816273,0.3963254593175853,0.1919504643962848,0.4117647058823529,0.3962848297213622,1,4478.0,5,4266.0,4,0.9526574363555158,0,3,1,0.0,0.75,0.25,exploration
general_final_0202,119,103,187464,109,93,0.915966,0.931176,1820.038835,55,42,41,39,13,12,38,27,7,6,6,6,16,15,13,12,8,8,4,4,5,5,4,3,0,0,0.5045871559633027,0.3761467889908257,0.1192660550458715,0.4516129032258064,0.4193548387096774,0.1290322580645161,1,8718.0,9,8216.0,8,0.9424179857765542,5,2,1,0.625,0.25,0.125,combat
general_final_0203,28,12,19369,24,10,0.857143,0.998193,1614.083333,9,5,14,4,1,1,5,2,1,1,3,2,6,1,5,2,3,1,0,0,0,0,1,1,0,0,0.375,0.5833333333333334,0.0416666666666666,0.5,0.4,0.1,1,190.0,3,189.0,2,0.9947368421052633,0,2,0,0.0,1.0,0.0,exploration
general_final_0204,77,75,291771,66,65,0.857143,0.93668,3890.28,14,14,46,45,6,6,9,9,0,0,2,2,15,15,17,16,12,12,0,0,4,4,1,1,0,0,0.2121212121212121,0.696969696969697,0.0909090909090909,0.2153846153846154,0.6923076923076923,0.0923076923076923,1,2728.0,7,720.0,4,0.2639296187683284,2,2,0,0.5,0.5,0.0,exploration
general_final_0205,118,86,178751,89,64,0.754237,0.818569,2078.5,28,19,50,36,11,9,17,11,4,3,6,5,14,9,18,14,18,13,8,6,0,0,2,2,0,0,0.3146067415730337,0.5617977528089888,0.1235955056179775,0.296875,0.5625,0.140625,1,1968.0,6,1113.0,3,0.5655487804878049,2,1,0,0.6666666666666666,0.3333333333333333,0.0,exploration
general_final_0206,40,25,43031,35,21,0.875,0.987707,1721.24,18,13,14,6,3,2,14,9,2,2,0,0,4,1,8,3,1,1,2,1,0,0,1,1,0,0,0.5142857142857142,0.4,0.0857142857142857,0.6190476190476191,0.2857142857142857,0.0952380952380952,1,1283.0,6,1117.0,5,0.8706157443491817,3,2,0,0.6,0.4,0.0,combat
general_final_0211,55,46,51150,36,29,0.654545,0.894839,1111.956522,11,9,13,10,12,10,9,7,0,0,1,1,6,6,4,2,3,2,2,2,2,2,4,2,1,1,0.3055555555555556,0.3611111111111111,0.3333333333333333,0.3103448275862069,0.3448275862068966,0.3448275862068966,1,2856.0,12,2512.0,9,0.8795518207282913,3,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,exploration
general_final_0213,68,59,106026,56,50,0.823529,0.954926,1797.050847,19,16,33,30,4,4,13,10,4,4,2,2,5,5,20,17,6,6,2,2,0,0,1,1,0,0,0.3392857142857143,0.5892857142857143,0.0714285714285714,0.32,0.6,0.08,1,49.0,1,0.0,0,0.0,0,0,0,0.0,0.0,0.0,exploration
general_final_0215,195,134,226591,153,99,0.784615,0.847448,1690.977612,49,32,66,48,38,19,31,20,12,9,5,2,14,7,35,27,16,13,16,10,3,2,19,7,0,0,0.3202614379084967,0.4313725490196078,0.2483660130718954,0.3232323232323232,0.4848484848484848,0.1919191919191919,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,exploration
general_final_0217,37,26,27291,28,20,0.756757,0.969404,1049.653846,14,9,9,8,5,3,9,6,0,0,4,3,6,6,1,0,2,2,2,1,0,0,2,1,0,0,0.5,0.3214285714285714,0.1785714285714285,0.45,0.4,0.15,1,2286.0,5,2275.0,4,0.995188101487314,1,3,0,0.25,0.75,0.0,combat
general_final_0219,79,64,239380,67,55,0.848101,0.934777,3740.3125,24,20,33,30,10,5,21,18,1,1,1,1,19,18,9,8,4,4,3,2,1,0,5,2,0,0,0.3582089552238806,0.4925373134328358,0.1492537313432835,0.3636363636363636,0.5454545454545454,0.0909090909090909,1,2652.0,6,2349.0,4,0.8857466063348416,1,3,0,0.25,0.75,0.0,exploration
general_final_0220,162,70,283147,129,53,0.796296,0.912862,4044.957143,46,11,52,26,31,16,42,9,1,1,2,1,24,12,16,5,11,9,1,0,3,0,27,16,0,0,0.3565891472868217,0.4031007751937984,0.2403100775193798,0.2075471698113207,0.490566037735849,0.3018867924528302,1,16.0,2,0.0,0,0.0,0,0,0,0.0,0.0,0.0,exploration
