steamid,hours_exploration_rpg,games_exploration_rpg,hours_exploration_open_world,games_exploration_open_world,hours_exploration_adventure,games_exploration_adventure,total_playtime,num_games,avg_playtime_per_game,exploration_rpg,exploration_open_world,exploration_adventure,diversity,entropy,dominance,second_max,gap,target
76561199090843258,406.98333333333335,6,339.5,9,185.29999999999998,5,931.7833333333333,20,46.589166666666664,0.4367789364480298,0.3643550897025417,0.1988659738494285,3,1.516058976120477,0.4367789364480298,0.3643550897025417,0.07242384674548807,exploration_rpg
76561199095029886,0.5666666666666667,1,103.68333333333334,14,2.1666666666666665,2,106.41666666666667,17,6.259803921568627,0.005324980422866092,0.9743148003132341,0.020360219263899762,3,0.1911813192212663,0.9743148003132341,0.020360219263899762,0.9539545810493344,exploration_open_world
76561199103668866,79.88333333333334,1,1307.6666666666667,10,112.41666666666667,4,1499.966666666667,15,99.9977777777778,0.0532567390386453,0.871797151047801,0.07494610991355362,3,0.6780319666605208,0.871797151047801,0.07494610991355362,0.7968510411342473,exploration_open_world
76561199112297278,213.31666666666666,13,70.81666666666666,16,13.600000000000001,4,297.73333333333335,33,9.022222222222222,0.7164688759516346,0.23785266457680249,0.045678459471562925,3,1.0408123003771952,0.7164688759516346,0.23785266457680249,0.47861621137483207,exploration_rpg
76561199118245984,7.2,1,45.21666666666667,2,5.283333333333333,2,57.7,5,11.540000000000001,0.12478336221837089,0.7836510687463893,0.09156556903523974,3,0.9660998233558029,0.7836510687463893,0.12478336221837089,0.6588677065280184,exploration_open_world
76561199119074588,45.28333333333333,6,1019.7,13,66.3,2,1131.2833333333333,21,53.87063492063492,0.04002828645933085,0.9013657056145676,0.05860600792610162,3,0.5607464832799176,0.9013657056145676,0.05860600792610162,0.842759697688466,exploration_open_world
76561199127966687,17.666666666666668,2,7714.966666666666,30,0.21666666666666667,1,7732.849999999999,33,234.32878787878786,0.0022846255477174224,0.9976873554597162,2.8018992566345743e-05,3,0.023801225959390864,0.9976873554597162,0.0022846255477174224,0.9954027299119987,exploration_open_world
76561199129589291,141.83333333333331,12,1020.0333333333333,36,9.833333333333334,1,1171.6999999999998,49,23.91224489795918,0.12104918778982106,0.8705584478393219,0.00839236437085716,3,0.6007363330030845,0.8705584478393219,0.12104918778982106,0.7495092600495008,exploration_open_world
76561199130234193,38.166666666666664,10,270.3833333333333,11,15.233333333333333,5,323.78333333333336,26,12.453205128205129,0.11787718124260049,0.8350748957636278,0.04704792299377155,3,0.7882157674258898,0.8350748957636278,0.11787718124260049,0.7171977145210273,exploration_open_world
76561199132079866,778.7833333333333,3,865.3833333333334,11,19.25,1,1663.4166666666667,15,110.89444444444445,0.46818295676569305,0.5202444767296228,0.011572566504684134,3,1.0774952142148877,0.5202444767296228,0.46818295676569305,0.05206151996392977,exploration_open_world
76561199137606321,186.25,4,1150.35,17,43.483333333333334,4,1380.0833333333333,25,55.20333333333333,0.1349556186220639,0.8335366221846506,0.03150775919328543,3,0.7660674638716817,0.8335366221846506,0.1349556186220639,0.6985810035625868,exploration_open_world
76561199149228225,215.65,7,793.0666666666667,14,174.48333333333335,6,1183.2,27,43.82222222222222,0.18225997295469912,0.670272706783863,0.1474673202614379,3,1.2417215785855302,0.670272706783863,0.18225997295469912,0.4880127338291639,exploration_open_world
76561199183820667,50.733333333333334,4,372.1,28,47.63333333333333,8,470.4666666666667,40,11.761666666666667,0.10783619101601247,0.7909168201785461,0.1012469888054414,3,0.9486599752002949,0.7909168201785461,0.10783619101601247,0.6830806291625336,exploration_open_world
76561199185990766,469.4166666666667,3,398.9166666666667,15,55.78333333333333,6,924.1166666666667,24,38.50486111111111,0.5079625588399733,0.431673489999459,0.060363951160567746,3,1.264051143188573,0.5079625588399733,0.431673489999459,0.07628906884051434,exploration_rpg
76561199186263893,6.616666666666666,1,377.40000000000003,11,48.18333333333333,5,432.20000000000005,17,25.423529411764708,0.015309270399506398,0.8732068486811662,0.11148388091932745,3,0.6159666569967419,0.8732068486811662,0.11148388091932745,0.7617229677618387,exploration_open_world
76561199189774256,9.966666666666667,3,74.38333333333333,4,7.133333333333334,1,91.48333333333333,8,11.435416666666667,0.10894516305337949,0.8130807068682819,0.0779741300783385,3,0.8781826517378687,0.8130807068682819,0.10894516305337949,0.7041355438149024,exploration_open_world
76561199190946882,0.0,0,1671.1333333333332,10,12.65,3,1683.7833333333333,13,129.52179487179487,0.0,0.9924871568986507,0.007512843101349144,2,0.06381174047794821,0.9924871568986507,0.007512843101349144,0.9849743137973016,exploration_open_world
76561199200882691,15.1,4,140.88333333333333,13,24.349999999999998,6,180.33333333333331,23,7.840579710144927,0.08373382624768948,0.7812384473197782,0.13502772643253236,3,0.9679042247374914,0.7812384473197782,0.13502772643253236,0.6462107208872458,exploration_open_world
76561199202516265,9.233333333333334,4,93.56666666666666,7,20.28333333333333,6,123.08333333333333,17,7.240196078431373,0.07501692620176034,0.7601895734597156,0.16479350033852402,3,1.0096907539943087,0.7601895734597156,0.16479350033852402,0.5953960731211916,exploration_open_world
